OBJECTID,LLID,LAKE_LLID,AGENCY,AGENCY_ID,STATION,DEC_LAT,DEC_LONG,DESCRIPTION,QAQC1,QAQC2,Comments,RIVER_MILE,HUC_6,HU_6_Name,HUC_8,HU_8_Name,GIS_STREAMNAME,LAKE_NAME,GIS_Source,GIS_Source_LAKE,Estuary_2010,Sal_ppth,Est_Sal,Est_Final,Est_Comments,MATRIX
738,1242066420048,,Oregon Department of Environmental Quality,ODEQ,32024,42.01542,-124.11139,Winchuck River Mainstem upstream of NFB,Needs Secondary Review,Correct,"Orphaned Streams - gap in stream network. ",9.051434,171003,Southern Oregon Coastal,17100312,Chetco,Winchuck River,,StreamNet 100K,,Needs Further Review,0.042082,Freshwater,Freshwater,,FW
739,1242066420048,,Oregon Department of Environmental Quality,ODEQ,36708,42.01439,-124.11442,Winchuck River at First Camp,Needs Secondary Review,Correct,"Orphaned Streams - gap in stream network. ",8.89653,171003,Southern Oregon Coastal,17100312,Chetco,Winchuck River,,StreamNet 100K,,Needs Further Review,0,Freshwater,Freshwater,,FW
740,1241349421855,,Oregon Department of Environmental Quality,ODEQ,31463,42.1866,-124.1348,South Fork Chetco River at mouth,Needs Secondary Review,Correct,,0.077962,171003,Southern Oregon Coastal,17100312,Chetco,South Fork Chetco River,,StreamNet 100K,,Needs Further Review,0.037284,Freshwater,Freshwater,,FW
741,1241468435884,,Oregon Department of Environmental Quality,ODEQ,36217,43.61605,-124.140199,Blacks Creek Delta (Tenmile),Needs Secondary Review,Correct,,2.031953,171003,Southern Oregon Coastal,17100304,Coos,Blacks Creek,,StreamNet 100K,,Needs Further Review,0.037848,Freshwater,Freshwater,,FW
742,1241830436339,1241808436455,Oregon Department of Environmental Quality,ODEQ,36315,43.653301,-124.184196,City of Reedsport Intake PWS# 4100699 Clear Lake,Needs Secondary Review,Correct,Added Lake LLID,1.319242,171003,Southern Oregon Coastal,17100304,Coos,Clear Lake,Clear Lake,StreamNet 100K,StreamNet 100K,Needs Further Review,0.046489,Freshwater,Freshwater,,FW
743,1242066420048,,Oregon Department of Environmental Quality,ODEQ,36711,41.99795,-124.19287,Winchuck R Above SF,Needs Secondary Review,Correct,,1.024089,171003,Southern Oregon Coastal,17100312,Chetco,Winchuck River,,StreamNet 100K,,Estuary,,Needs Further Review,Estuary,,ES
744,1242066420048,,Oregon Department of Environmental Quality,ODEQ,31520,41.9973,-124.1937,South Fork Winchuck River near mouth,Needs Secondary Review,Potential Digitization,"Stream doesn't exist on DEQ streams, but does in NHDH",0.968513,171003,Southern Oregon Coastal,17100312,Chetco,Winchuck River,,StreamNet 100K,,Estuary,0.03685,Freshwater,,,
745,1242066420048,,Oregon Department of Environmental Quality,ODEQ,36712,42.00341,-124.19979,Winchuck R at RM 0.43,Needs Secondary Review,Correct,,0.429038,171003,Southern Oregon Coastal,17100312,Chetco,Winchuck River,,StreamNet 100K,,Estuary,0.046489,Freshwater,Estuary,Upstream Estuary,ES
746,1242066420048,,Oregon Department of Environmental Quality,ODEQ,36714,42.00522,-124.20648,Winchuck R at RM 0.05,Needs Secondary Review,Correct,,0.046932,171003,Southern Oregon Coastal,17100312,Chetco,Winchuck River,,StreamNet 100K,,Estuary,28.6,Estuary,Estuary,,ES
747,1242066420048,,Oregon Department of Environmental Quality,ODEQ,36754,42.00741,-124.20914,Winchuck R Estuary Trib Ditch on SE side of Winchuck R Rd,Needs Secondary Review,Potential Digitization,Ditch doesn't exist on DEQ streams or NHDH.,0,171003,Southern Oregon Coastal,17100312,Chetco,Winchuck River,,StreamNet 100K,,Estuary,0.035554,Freshwater,,,
748,1242066420048,,Oregon Department of Environmental Quality,ODEQ,36755,42.00745,-124.20916,Winchuck R Estuary Trib Ditch Trib Entering SE Ditch on E Side of Winchuck R,Needs Secondary Review,Potential Digitization,Ditch doesn't exist on DEQ streams or NHDH.,0,171003,Southern Oregon Coastal,17100312,Chetco,Winchuck River,,StreamNet 100K,,Estuary,0.05901,Freshwater,,,
749,1242066420048,,Oregon Department of Environmental Quality,ODEQ,36752,42.00755,-124.20919,Winchuck R Estuary Trib Ditch on NE side of Winchuck R Rd,Needs Secondary Review,Potential Digitization,Ditch doesn't exist on DEQ streams or NHDH.,0,171003,Southern Oregon Coastal,17100312,Chetco,Winchuck River,,StreamNet 100K,,Estuary,0.065351,Freshwater,,,
750,1242066420048,,Oregon Department of Environmental Quality,ODEQ,36753,42.00758,-124.20939,Winchuck R Estuary Trib Ditch on NW side of Winchuck R Rd,Needs Secondary Review,Potential Digitization,Ditch doesn't exist on DEQ streams or NHDH.,0,171003,Southern Oregon Coastal,17100312,Chetco,Winchuck River,,StreamNet 100K,,Estuary,0.059913,Freshwater,,,
751,1242066420048,,Oregon Department of Environmental Quality,ODEQ,36756,42.0074,-124.20941,Winchuck R Estuary Trib (at Wayside) Below Winchuck R Rd,Needs Secondary Review,Potential Digitization,Trib doesn't exist on DEQ streams or NHDH.,0,171003,Southern Oregon Coastal,17100312,Chetco,Winchuck River,,StreamNet 100K,,Estuary,0.059461,Freshwater,,,
752,1242066420048,,Oregon Department of Environmental Quality,ODEQ,36750,42.00542,-124.2103,Winchuck R Estuary at Hwy 101 Bridge,Needs Secondary Review,Correct,,0,171003,Southern Oregon Coastal,17100312,Chetco,Winchuck River,,StreamNet 100K,,Estuary,30.5,Estuary,Estuary,,ES
753,1242066420048,,Oregon Department of Environmental Quality,ODEQ,36751,42.0056,-124.2112,Winchuck R Estuary Trib at Winchuck Wayside Near Mouth,Needs Secondary Review,Potential Digitization,Labeled tributary. Does not have stream segment associated with it in either DEQ streams or NHDH.,0,171003,Southern Oregon Coastal,17100312,Chetco,Winchuck River,,StreamNet 100K,,Estuary,0.3,Estuary,,,
754,1240637462558,,Oregon Department of Environmental Quality,ODEQ,36228,42.0057,-124.21167,Crissey Field State Park Beach 450m upstream from the mouth of the Winchuck River near Hwy. 101,Needs Secondary Review,Correct,,357.489814,171003,Southern Oregon Coastal,17100312,Chetco,Pacific Ocean,,NHD Medium & digitized from various sources,,Needs Further Review,13.774003,Estuary,Estuary,,ES
755,1240637462558,,Oregon Department of Environmental Quality,ODEQ,36716,42.00629,-124.21432,Winchuck Estuary Trib Ditch Outlet Pipe,Needs Secondary Review,Potential Digitization,Ditch doesn't exist on DEQ streams or NHDH.,357.429078,171003,Southern Oregon Coastal,17100312,Chetco,Pacific Ocean,,NHD Medium & digitized from various sources,,Needs Further Review,0.090652,Freshwater,,,
756,1240637462558,,Oregon Department of Environmental Quality,ODEQ,36719,42.00624,-124.21455,Winchuck Estuary Runoff at Pipe Near Wollam Rd and Co Hwy 892,Needs Secondary Review,Potential Digitization,Pipe doesn't exist on DEQ streams or NHDH.,357.425437,171003,Southern Oregon Coastal,17100312,Chetco,Pacific Ocean,,NHD Medium & digitized from various sources,,Needs Further Review,0.088795,Freshwater,,,
757,1240637462558,,Oregon Department of Environmental Quality,ODEQ,36718,42.0064,-124.21462,Winchuck Estuary Runoff at Ponding Near Wollam Rd and Co Hwy 892,Needs Secondary Review,Potential Digitization,Runoff doesn't exist on DEQ streams or NHDH.,357.420801,171003,Southern Oregon Coastal,17100312,Chetco,Pacific Ocean,,NHD Medium & digitized from various sources,,Needs Further Review,0.080467,Freshwater,,,
758,1240637462558,,Oregon Department of Environmental Quality,ODEQ,36715,42.0067,-124.21467,Winchuck Estuary Trib Ditch,Needs Secondary Review,Potential Digitization,Ditch doesn't exist on DEQ streams or NHDH.,357.406163,171003,Southern Oregon Coastal,17100312,Chetco,Pacific Ocean,,NHD Medium & digitized from various sources,,Needs Further Review,0.060817,Freshwater,,,
759,1242224420637,,Oregon Department of Environmental Quality,ODEQ,25241,42.061389,-124.214722,"Jack Creek, tributary to Chetco River, below downstream most Golf Bridge",Needs Secondary Review,Correct,,0.415008,171003,Southern Oregon Coastal,17100312,Chetco,Jack Creek,,StreamNet 100K,,Needs Further Review,,Needs Further Review,Freshwater,Downstream station is classified as freshwater,FW
760,1240637462558,,Oregon Department of Environmental Quality,ODEQ,36717,42.00663,-124.21476,Winchuck Estuary Runoff at Grate Near Wollam Rd and Co Hwy 892,Needs Secondary Review,Potential Digitization,Runoff doesn't exist on DEQ streams or NHDH.,357.406813,171003,Southern Oregon Coastal,17100312,Chetco,Pacific Ocean,,NHD Medium & digitized from various sources,,Needs Further Review,0.056307,Freshwater,,,
761,1240637462558,,Oregon Department of Environmental Quality,ODEQ,36720,42.00543,-124.21527,Winchuck River Estuary ABV bar at Mouth,Needs Secondary Review,Correct,,357.451712,171003,Southern Oregon Coastal,17100312,Chetco,Pacific Ocean,,NHD Medium & digitized from various sources,,Needs Further Review,30.9,Estuary,Estuary,,ES
762,1242224420637,,Oregon Department of Environmental Quality,ODEQ,25242,42.062222,-124.2175,"Jack Creek, tributary to Chetco River, just downstream of Fish Trap",Needs Secondary Review,Correct,,0.315799,171003,Southern Oregon Coastal,17100312,Chetco,Jack Creek,,StreamNet 100K,,Needs Further Review,0.031696,Freshwater,Freshwater,,FW
763,1245439428541,,Oregon Department of Environmental Quality,ODEQ,34280,42.8064,-124.2308,Sixes River at RM 22.2 DS of Middle Fork Sixes River,Needs Secondary Review,Correct,,22.402504,171003,Southern Oregon Coastal,17100306,Sixes,Sixes River,,StreamNet 100K,,Needs Further Review,0.048262,Freshwater,Freshwater,,FW
764,1242424424979,,Oregon Department of Environmental Quality,ODEQ,12099,42.488083,-124.231306,Quosatana Creek upstream of USFS Road #33,Needs Secondary Review,Correct,,0.925375,171003,Southern Oregon Coastal,17100310,Lower Rogue,Quosatana Creek,,StreamNet 100K,,Needs Further Review,0.097173,Freshwater,Freshwater,,FW
765,1242373424995,,Oregon Department of Environmental Quality,ODEQ,32644,42.507,-124.2331,Silver Creek near mouth (Lower Rogue),Needs Secondary Review,Correct,,0.565973,171003,Southern Oregon Coastal,17100310,Lower Rogue,Silver Creek,,StreamNet 100K,,Needs Further Review,0.054062,Freshwater,Freshwater,,FW
766,1242688420467,,Oregon Department of Environmental Quality,ODEQ,36480,42.04237,-124.2612,Tuttle Creek at Driftwood RV Park,Needs Secondary Review,Correct,,0.562089,171003,Southern Oregon Coastal,17100312,Chetco,Tuttle Creek,,StreamNet 100K,,Needs Further Review,0.054511,Freshwater,Freshwater,,FW
767,1242623428074,,Oregon Department of Environmental Quality,ODEQ,36655,42.80813,-124.26211,Big Creek at Sixes River Rd,Needs Secondary Review,Correct,,0.046521,171003,Southern Oregon Coastal,17100306,Sixes,Big Creek,,StreamNet 100K,,Needs Further Review,0.038152,Freshwater,Freshwater,,FW
768,1242688420467,,Oregon Department of Environmental Quality,ODEQ,36462,42.044329,-124.26401,Chetco Estuary Commercial Boat Basin East Pipe,Needs Secondary Review,Likely Correct,Pipe doesn't exist on DEQ streams or NHDH.,0.291515,171003,Southern Oregon Coastal,17100312,Chetco,Tuttle Creek,,StreamNet 100K,,Needs Further Review,0.181959,Estuary,Estuary,,ES
769,1242688420467,,Oregon Department of Environmental Quality,ODEQ,36467,42.04444,-124.264907,Chetco Estuary Commercial Boat Basin South End,Needs Secondary Review,Correct,,0.257053,171003,Southern Oregon Coastal,17100312,Chetco,Tuttle Creek,,StreamNet 100K,,Needs Further Review,,Needs Further Review,Estuary,,ES
770,1242688420467,,Oregon Department of Environmental Quality,ODEQ,36473,42.04577,-124.26508,Chetco Estuary Commercial Boat Basin N of Bathroom Pipe,Needs Secondary Review,Correct,,0.174468,171003,Southern Oregon Coastal,17100312,Chetco,Tuttle Creek,,StreamNet 100K,,Needs Further Review,,Needs Further Review,Estuary,,ES
771,1242688420467,,Oregon Department of Environmental Quality,ODEQ,36481,42.04382,-124.26513,Tuttle Creek at Pipe Outlet to Chetco Estuary Commercial Boat Basin,Needs Secondary Review,Correct,,0.28378,171003,Southern Oregon Coastal,17100312,Chetco,Tuttle Creek,,StreamNet 100K,,Needs Further Review,0.076323,Freshwater,Estuary,,ES
772,1242688420467,,Oregon Department of Environmental Quality,ODEQ,36464,42.045413,-124.265727,Chetco Estuary Commercial Boat Basin Center,Needs Secondary Review,Correct,,0.18108,171003,Southern Oregon Coastal,17100312,Chetco,Tuttle Creek,,StreamNet 100K,,Needs Further Review,30.6,Estuary,Estuary,,ES
773,1242688420467,,Oregon Department of Environmental Quality,ODEQ,36465,42.046558,-124.266423,Chetco Estuary Commercial Boat Basin North End,Needs Secondary Review,Correct,,0.137013,171003,Southern Oregon Coastal,17100312,Chetco,Tuttle Creek,,StreamNet 100K,,Needs Further Review,,Needs Further Review,Estuary,,ES
774,1242700420452,,Oregon Department of Environmental Quality,ODEQ,36468,42.048319,-124.26662,Delavan Creek Pipe Into Chetco Estuary Boat Basin Barge Slip,Needs Secondary Review,Correct,Ditch doesn't exist on DEQ streams or NHDH.,0.194123,171003,Southern Oregon Coastal,17100312,Chetco,Chetco River,,StreamNet 100K,,Estuary,0.056307,Freshwater,Estuary,,ES
775,1242700420452,,Oregon Department of Environmental Quality,ODEQ,36461,42.050387,-124.268123,Chetco Estuary Sport Boat Basin Southern Pipe,Needs Secondary Review,Correct,,0.365794,171003,Southern Oregon Coastal,17100312,Chetco,Chetco River,,StreamNet 100K,,Estuary,0.257743,Estuary,Estuary,,ES
776,1242700420452,,Oregon Department of Environmental Quality,ODEQ,36475,42.05138,-124.26836,Chetco Estuary Sport Boat Basin Northern Pipe,Needs Secondary Review,Correct,,0.431314,171003,Southern Oregon Coastal,17100312,Chetco,Chetco River,,StreamNet 100K,,Estuary,0.055858,Freshwater,Estuary,,ES
777,1242700420452,,Oregon Department of Environmental Quality,ODEQ,36479,42.04928,-124.26901,Chetco Estuary Sport Boat Basin Southern End,Needs Secondary Review,Correct,,0.296763,171003,Southern Oregon Coastal,17100312,Chetco,Chetco River,,StreamNet 100K,,Estuary,,Needs Further Review,Estuary,,ES
778,1242700420452,,Oregon Department of Environmental Quality,ODEQ,36478,42.05153,-124.26905,Chetco Estuary Sport Boat Basin North End Mid Aerators,Needs Secondary Review,Correct,,0.44821,171003,Southern Oregon Coastal,17100312,Chetco,Chetco River,,StreamNet 100K,,Estuary,30.6,Estuary,Estuary,,ES
779,1242700420452,,Oregon Department of Environmental Quality,ODEQ,36469,42.05289,-124.26943,Fish House Creek Outlet Near Fish Cleaning Station,Needs Secondary Review,Potential Digitization,Fish House Creek does not exist on DEQ streams or NHDH,0.574453,171003,Southern Oregon Coastal,17100312,Chetco,Chetco River,,StreamNet 100K,,Estuary,0.059461,Freshwater,,,
780,1242700420452,,Oregon Department of Environmental Quality,ODEQ,36470,42.05357,-124.27029,Chetco River Estuary Above Boat Basin,Needs Secondary Review,Correct,,0.598907,171003,Southern Oregon Coastal,17100312,Chetco,Chetco River,,StreamNet 100K,,Estuary,0.54758,Estuary,Estuary,,ES
781,1240637462558,,Oregon Department of Environmental Quality,ODEQ,36471,42.04355,-124.27157,Chetco River Estuary at Mouth Between Levees,Needs Secondary Review,Correct,,353.139021,171003,Southern Oregon Coastal,17100312,Chetco,Pacific Ocean,,NHD Medium & digitized from various sources,,Needs Further Review,,Needs Further Review,Marine,,SW
782,1242777427161,,Oregon Department of Environmental Quality,ODEQ,36535,42.7161,-124.27733,Lost Creek Near Mouth (Elk R),Needs Secondary Review,Correct,,0.018934,171003,Southern Oregon Coastal,17100306,Sixes,Lost Creek,,StreamNet 100K,,Needs Further Review,0.032549,Freshwater,Freshwater,,FW
783,1242836428122,,Oregon Department of Environmental Quality,ODEQ,36656,42.81479,-124.28394,Otter Creek at Sixes River Rd,Needs Secondary Review,Correct,,0.183714,171003,Southern Oregon Coastal,17100306,Sixes,Otter Creek,,StreamNet 100K,,Needs Further Review,0.035554,Freshwater,Freshwater,,FW
784,1242941425035,,Oregon Department of Environmental Quality,ODEQ,30194,42.514616,-124.295226,Lobster Creek at mouth,Needs Secondary Review,Correct,,0.804551,171003,Southern Oregon Coastal,17100310,Lower Rogue,Lobster Creek,,StreamNet 100K,,Needs Further Review,0.062175,Freshwater,Freshwater,,FW
785,1245439428541,,Oregon Department of Environmental Quality,ODEQ,34282,42.805,-124.3058,Sixes River US of South Fork at RM 17.8,Needs Secondary Review,Correct,,17.834642,171003,Southern Oregon Coastal,17100306,Sixes,Sixes River,,StreamNet 100K,,Needs Further Review,,Needs Further Review,Freshwater,Upstream and downstream stations freshwater,FW
786,1243207429082,,Oregon Department of Environmental Quality,ODEQ,25852,42.908333,-124.319167,South Fork Floras Creek at mouth,Needs Secondary Review,Correct,,0.054892,171003,Southern Oregon Coastal,17100306,Sixes,South Fork Floras Creek,,StreamNet 100K,,Needs Further Review,0.046932,Freshwater,Freshwater,,FW
787,1243267429366,,Oregon Department of Environmental Quality,ODEQ,24090,42.94343,-124.31929,"East Fork Floras Creek, at Langlois Mountain Road",Needs Secondary Review,Manually Revised with IRL tool,,0.675968,171003,Southern Oregon Coastal,17100306,Sixes,East Fork Floras Creek,,StreamNet 100K,,Needs Further Review,0.07357,Freshwater,Freshwater,,FW
788,1244292424210,,Oregon Department of Environmental Quality,ODEQ,10413,42.481639,-124.327472,Rogue River at Huntley Park,Needs Secondary Review,Correct,,8.101178,171003,Southern Oregon Coastal,17100310,Lower Rogue,Rogue River,,StreamNet 100K,,Estuary,0.065806,Freshwater,Estuary,,ES
789,1243207429083,,Oregon Department of Environmental Quality,ODEQ,36573,42.93566,-124.32769,Floras Cr NF DS of EF,Needs Secondary Review,Correct,,3.052852,171003,Southern Oregon Coastal,17100306,Sixes,North Fork Floras Creek,,StreamNet 100K,,Needs Further Review,0.04033,Freshwater,Freshwater,,FW
790,1243207429083,,Oregon Department of Environmental Quality,ODEQ,36574,42.9472,-124.3333,Trib to Floras Cr NF (RM 4.1 from east bank),Needs Secondary Review,Correct,,4.137146,171003,Southern Oregon Coastal,17100306,Sixes,North Fork Floras Creek,,StreamNet 100K,,Needs Further Review,0.055858,Freshwater,Freshwater,,FW
791,1243207429083,,Oregon Department of Environmental Quality,ODEQ,24091,42.94921,-124.3339,"North Fork Floras Creek, at Langlois Mountain Road",Needs Secondary Review,Correct,,4.284011,171003,Southern Oregon Coastal,17100306,Sixes,North Fork Floras Creek,,StreamNet 100K,,Needs Further Review,0.053167,Freshwater,Freshwater,,FW
