OBJECTID,DESCRIPTION,DEC_LAT,DEC_LONG,RIVER_MILE,LLID,LAKE_LLID,LAKE_NAME,EPA_BEACH_ID,BEACH_NAME,AGENCY,AGENCY_ID,MATRIX,STATION,STREAM_NAME,LAKE_SOURCE,STREAM_SOURCE
2594,East Fork Hood River at Baseline Road,45.499722,-121.561389,7.3,1216272455754,,,,,Oregon Department of Environmental Quality,ODEQ,FW,11412,East Fork Hood River,,
2595,"Noyer Creek at Hwy 212, St. Paul Lutheran Church (North Fork Deep Creek, Deep Creek, Clackamas)",45.41718,-122.40817,1.78,1224188453949,,,,,Oregon Department of Environmental Quality,ODEQ,FW,32068,Noyer Creek,,100K
2596,"31935 S. Kropf Road, Canby, OR",45.1443,-122.6813,1.55,1227135451448,,,,,Oregon Department of Environmental Quality,ODEQ,FW,31919,Cedar Creek,,100K
2597,"Tualatin River at RM 54.69, at JWC Channel",45.49397,-123.09345,56.22,1226500453377,,,,,Oregon Department of Environmental Quality,ODEQ,FW,34863,Tualatin River,,100K
2598,Molalla River,45.06395,-122.4908,26.8,1227171452976,,,,,Oregon Department of Environmental Quality,ODEQ,FW,25780,Molalla River,,
2599,Nehalem Bay at Nehalem Bay State Park Boat Ramp,45.692111,-123.928194,2.4,1239368456576,,,,,Oregon Department of Environmental Quality,ODEQ,ES,13446,Nehalem Bay,,
2600,Rough Creek,43.18245,-122.32812,3.9,1223918432059,,,,,Oregon Department of Environmental Quality,ODEQ,FW,30426,Rough Creek,,
2601,Steamboat Creek at Gage,43.35,-122.72778,0.63,1227368433445,,,,,Oregon Department of Environmental Quality,ODEQ,FW,32155,Steamboat Creek,,100K
2602,Tributary (Seep) to Indian Creek at RM 2.30 near Hood River Valley High School (Hood),45.6855,-121.5484,2.32,1215104457009,,,,,Oregon Department of Environmental Quality,ODEQ,FW,35149,Indian Creek,,100K
2603,Williams River,43.2619,-123.72523,12.3,1238097433168,,,,,Oregon Department of Environmental Quality,ODEQ,FW,26968,Williams River,,
2604,Holden Creek at Marloff Loop Road (Trask),45.45096,-123.813972,1.69,1238441454461,,,,,Oregon Department of Environmental Quality,ODEQ,FW,33134,Hoquarten Slough,,100K
2605,Ochoco Reservoir at deepest point,44.299083,-120.716583,10.94,1208917443218,1206928443050,Ochoco Reservoir,,,Oregon Department of Environmental Quality,ODEQ,FW,12212,Ochoco Creek,StreamNet,100K
2606,Lava lake at deepest point,43.918194,-121.77125,,,1217695439185,Lava Lake,,,Oregon Department of Environmental Quality,ODEQ,FW,13807,,StreamNet,N/A
2607,Columbia River at Sauvie Island Mile 7 Beach,45.7309,-122.7581,92.82,1240483462464,,,,,Oregon Department of Environmental Quality,ODEQ,FW,34170,Columbia River,,100K
2608,Milton Creek upper,45.88985,-122.92444,10.5,1228116458383,,,,,Oregon Department of Environmental Quality,ODEQ,FW,31405,Milton Creek,,
2609,Short Sand Beach at N end at Oswald State Park,45.76358,-123.97002,40.7,1240637462558,,,OR770138,Short Sand Beach,Oregon Department of Environmental Quality,ODEQ,SW,29390,Pacific Ocean,,
2610,"Pelton Dam tailrace ",44.69488,-121.23117,101.97,1209151456389,1212431447188,Pelton Regulating Reservoir,,,Oregon Department of Environmental Quality,ODEQ,FW,33220,Deschutes River,,100K
2611,Williamson River at USGS Kirk Station,42.740056,-121.833917,28.4,1219591424414,,,,,Oregon Department of Environmental Quality,ODEQ,FW,21527,Williamson River,,
2612,Fish Creek downstream of second creek at River Mile 3.46 (tributary to Clackamas River at River Mile 41.5),45.11153,-122.1644,3.5,1221528451579,,,,,Oregon Department of Environmental Quality,ODEQ,FW,29685,Fish Creek,,
2613,Malheur River at Hwy 20 (Drewsey),43.783778,-118.331778,139.1,1169731440585,,,,,Oregon Department of Environmental Quality,ODEQ,FW,11047,Malheur River,,
2614,Sprague River at Rabe Ranch off Sprague River Road,42.478528,-121.575889,40.5,1218738425716,,,,,Oregon Department of Environmental Quality,ODEQ,FW,21536,Sprague River,,
2615,Columbia River at Home Valley Park (Wa),45.709417,-121.785028,151.4,1240483462464,,,,,Oregon Department of Environmental Quality,ODEQ,FW,12167,Columbia River,,
2616,Beaver Creek at river mile 0.9 north of Otto Park (Sandy),45.5376,-122.3792,0.36,1223828455410,,,,,Oregon Department of Environmental Quality,ODEQ,FW,34102,Beaver Creek,,100K
2617,Trib to Rock Cr (at RM 1.2) below Lelliot Spring (Mosier Cr),45.669205,-121.402195,0.8,1214107456782,,,,,Oregon Department of Environmental Quality,ODEQ,FW,35576,Unnamed Stream,,
2618,Fairview Creek downstream of Stark in Conifer Park,45.5212,-122.4508,0.35,1224498455258,,,,,Oregon Department of Environmental Quality,ODEQ,FW,35599,Fairview Creek,,
2619,"Columbia River at River Mile 21.5, 1.3 nautical miles southeast of red marker #52",46.222558,-123.686431,19.34,1240483462464,,,,,Oregon Department of Environmental Quality,ODEQ,ES,32943,Columbia River,,100K
2620,"Opal Creek, 0.1 mile upstream of Battle Ax Bridge (North Santiam, Santiam, Willamette)",44.8345,-122.209328,0.8,1222082448455,,,,,Oregon Department of Environmental Quality,ODEQ,FW,24453,Opal Creek,,
2621,"Hall Slough at Goodspeed Road (Tillamook, OR)",45.47086,-123.86102,1.14,1238740454800,,,,,Oregon Department of Environmental Quality,ODEQ,ES,34440,Hall Slough,,100K
2622,"Santiam River at RM 9.78, at Jefferson Boat Ramp",44.71616,-123.01338,9.72,1231425447502,,,,,Oregon Department of Environmental Quality,ODEQ,FW,34858,Santiam River,,100K
2623,"Harris Beach, 300 feet north of South Creek",42.06115,-124.30414,349.35,1240637462558,,,OR270205,Harris Beach State Park,Oregon Department of Environmental Quality,ODEQ,SW,31544,Pacific Ocean,,
2624,"Russell Creek, 125' US of LCC outfall",44.01353,-123.03495,0.81,1230202440191,,,,,Oregon Department of Environmental Quality,ODEQ,FW,35405,Russel Creek,,100K
2625,Clatskanie River across from Westport Slough,46.128944,-123.231222,0.81,1232329461403,,,,,Oregon Department of Environmental Quality,ODEQ,ES,22954,Beaver Slough,,100K
2626,Sandy River above mouth of Lost Creek river mile 46.9,45.37513,-121.88305,46.46,1224071455697,,,,,Oregon Department of Environmental Quality,ODEQ,FW,34100,Sandy River,,100K
2627,Silvies River at Gravel Pit Bridge,43.652417,-119.088583,11.4,1190333435686,,,,,Oregon Department of Environmental Quality,ODEQ,FW,12257,Silvies River,,
2628,Silver Creek,45.009666,-122.791579,3.15,1228414450001,,,,,Oregon Department of Environmental Quality,ODEQ,FW,33482,Silver Creek,,
2629,Clear Lake at South Point (Heitmiller Creek input),45.605444,-123.939972,,,1239416456063,Clear Lake,,,Oregon Department of Environmental Quality,ODEQ,FW,12357,,PNW_Waterbody,N/A
2630,South Fork Murderers Creek,44.25839,-119.39838,2.5,1194248442787,,,,,Oregon Department of Environmental Quality,ODEQ,FW,26915,South Fork Murderers Creek,,
2631,Trib to Jordan Cr. Upper Pond above Seven Feathers RV Park (S. Umpqua),42.93842,-123.29628,0.2,1232913429385,,,,,Oregon Department of Environmental Quality,ODEQ,FW,34833,Unnamed Stream,,24K
2632,Port Orford Middle Cove,42.74131,-124.49626,287.94,1240637462558,,,OR154754,Port Point Beach,Oregon Department of Environmental Quality,ODEQ,SW,32580,Pacific Ocean,,100K
2633,South Slough at Hallmark Fisheries,43.33975,-124.320444,1,1243210433542,,,,,Oregon Department of Environmental Quality,ODEQ,ES,13393,South Slough,,
2634,McKay Creek 25 feet downstream of Pendleton WWTP outfall,45.668152,-118.84027,0.1,1188411456684,,,,,Oregon Department of Environmental Quality,ODEQ,FW,22985,McKay Creek,,
2635,"North Fork Mid Fork Willamette River, at junction of FSR 19 and 1934 (Middle Fork Willamette)",43.888183,-122.288154,20.4,1225253437588,,,,,Oregon Department of Environmental Quality,ODEQ,FW,23921,N Fk Middle Fk Willamette R,,
2636,Baker Creek at Hidden Hills Bridge,45.230194,-123.229722,3.9,1231850452478,,,,,Oregon Department of Environmental Quality,ODEQ,FW,10937,Baker Creek,,
2637,"OR2000-0039, Columbia River 39",46.23854,-123.78961,14.9,1240483462464,,,,,Oregon Department of Environmental Quality,ODEQ,ES,24021,Columbia River,,
2638,Willamette River at Albany (eastbound Hwy 20 bridge),44.639722,-123.105778,119.4,1227618456580,,,,,Oregon Department of Environmental Quality,ODEQ,FW,10350,Willamette River,,
2639,Salmon River at Salmonberry Lane Bridge (Mid Coast),45.0206,-123.8624,9.86,1240043450472,,,,,Oregon Department of Environmental Quality,ODEQ,FW,34449,Salmon River,,100K
2640,Netarts Bay OR2019,45.386111,-123.955556,3.6,1239524454337,,,,,Oregon Department of Environmental Quality,ODEQ,ES,20678,Netarts Bay,,
2641,S4619 outlet,42.13776,-121.81536,0.23,1218115421406,,,,,Oregon Department of Environmental Quality,ODEQ,FW,29237,Unnamed Stream,,24K
2642,Sycan River at Drews Road,42.485556,-121.277778,2.9,1212872424605,,,,,Oregon Department of Environmental Quality,ODEQ,FW,21565,Sycan River,,
2643,Amazon Creek at Hwy 36 (tributary to Long Tom River),44.1931,-123.2482,3.1,1232651442279,,,,,Oregon Department of Environmental Quality,ODEQ,FW,28550,Amazon Creek,,
2644,Yaquina Bay State Park Beach-North,44.6251,-124.06758,136.96,1240637462558,,,OR598473,Yaquina Bay State Park Beach,Oregon Department of Environmental Quality,ODEQ,SW,29337,Pacific Ocean,,
2645,Salmon Bay 0.25 miles downstream of public boat launch,45.041111,-123.996139,0.6,1240043450472,,,,,Oregon Department of Environmental Quality,ODEQ,ES,13459,Salmon River,,
2646,Fifteenmile Creek upstream of confluence with Twentymile Creek,41.998333,-120.012972,0.02,1200127419982,,,,,Oregon Department of Environmental Quality,ODEQ,FW,24156,Fifteenmile Creek,,
2647,"Buck Creek at River Mile 1.3 (Deadwood, Lake, Siuslaw)",44.197048,-123.68697,1.3,1237072441873,,,,,Oregon Department of Environmental Quality,ODEQ,FW,23821,Buck Creek,,
2648,Lage Orchard Packing Plant receiving stream downstream at Bend N,45.650806,-121.507944,0.42,1215137456488,,,,,Oregon Department of Environmental Quality,ODEQ,FW,22956,Unnamed Stream,,24K
2649,Odell Creek at Odell Lake resort bridge,43.54927,-121.9614,10.9,1220475435847,,,,,Oregon Department of Environmental Quality,ODEQ,FW,25512,Odell Creek,,
2650,"Powder River at River Mile 60.6, 0.5 miles downstream of Big Creek",44.93354,-117.7064,59.7,1170508447455,,,,,Oregon Department of Environmental Quality,ODEQ,FW,26591,Powder River,,
2651,Emile Creek at mouth,43.24855,-122.90084,0.05,1229019432479,,,,,Oregon Department of Environmental Quality,ODEQ,FW,28406,Emile Creek,,100K
2652,Floras River at White Elephant Bridge,42.9159,-124.34106,11.2,1244974429130,,,,,Oregon Department of Environmental Quality,ODEQ,FW,29542,Floras Creek,,
2653,"Dennis Creek at mouth (tributary to Garoutte Creek, to Coast Fork Willamette River)",43.5816,-123.0713,0.1,1230715435817,,,,,Oregon Department of Environmental Quality,ODEQ,FW,29047,Dennis Creek,,
2654,Molalla River at River Mile 0.2,45.297,-122.7195,0.22,1227171452976,,,,,Oregon Department of Environmental Quality,ODEQ,FW,31546,Molalla River,,100K
2655,"Sharps Creek 300 feet upstream of Martin Creek (tributary to Row River Mile 17.0, to Coast Fork Willamette River at River Mile 20.8)",43.58412,-122.71462,0.1,1227154435826,,,,,Oregon Department of Environmental Quality,ODEQ,FW,28890,Fairview Creek,,
2656,Dry Cabin Creek,44.35097,-119.41207,4.2,1194558443078,,,,,Oregon Department of Environmental Quality,ODEQ,FW,26886,Dry Cabin Creek,,
2657,"Deer Creek at Fowler Bridge, Roseburg (South Umpqua, Umpqua)",43.2123,-123.3392,0.4,1233443432145,,,,,Oregon Department of Environmental Quality,ODEQ,FW,25950,Deer Creek,,
2658,Johnson Creek at Palmblad Avenue (Gresham),45.473056,-122.402278,17,1226465454422,,,,,Oregon Department of Environmental Quality,ODEQ,FW,11626,Johnson Creek,,
2659,Calapooia River at Linn West Road,44.4252,-123.06433,28.4,1231108446399,,,,,Oregon Department of Environmental Quality,ODEQ,FW,25455,Calapooia River,,
2660,Ankeny Hills - Bashawich Crossing Gilmour Road,44.769722,-123.11347,3.4,1231234447873,,,,,Oregon Department of Environmental Quality,ODEQ,FW,21613,Bashaw Creek,,100K
2661,Silver Creek upstream of Silverton,44.989889,-122.767528,5.1,1228414450001,,,,,Oregon Department of Environmental Quality,ODEQ,FW,10647,Silver Creek,,
2662,Lampa Creek at Hwy 42S (Coquille tributary),43.116111,-124.289528,0.3,1242958431156,,,,,Oregon Department of Environmental Quality,ODEQ,FW,11768,Lampa Creek,,
2663,Jordan Creek at River Mile 7.52,45.552708,-123.490039,7,1236034455473,,,,,Oregon Department of Environmental Quality,ODEQ,FW,21812,Jordan Creek,,
2664,Short Sand Beach at MID at Oswald State Park,45.76144,-123.96717,40.9,1240637462558,,,OR770138,Short Sand Beach,Oregon Department of Environmental Quality,ODEQ,SW,29389,Pacific Ocean,,
2665,Regulating Dam tailrace,44.72621,-121.24697,99.39,1209151456389,,,,,Oregon Department of Environmental Quality,ODEQ,FW,33219,Deschutes River,,100K
2666,Pedee Creek - North Fork Pedee Creek at headwaters,44.79363,-123.45914,2,1234478447712,,,,,Oregon Department of Environmental Quality,ODEQ,FW,26733,North Fork Pedee Creek,,
2667,Salmon River at River Mile 0.8 off Knight Park,45.040424,-123.990891,0.91,1240043450472,,,,,Oregon Department of Environmental Quality,ODEQ,ES,25654,Salmon River,,
2668,"Lost Creek near 38404 Dexter Road, Dexter (River Mile 1.6), Middle Fork Willamette",43.929167,-122.841111,1.7,1228482439494,,,,,Oregon Department of Environmental Quality,ODEQ,FW,25808,Lost Creek,,
2669,Deschutes River at Wickiup Reservoir Gauge Station,43.684417,-121.688722,221.9,1209151456389,,,,,Oregon Department of Environmental Quality,ODEQ,FW,10689,Deschutes River,,
2670,Pooles Slough at mouth,44.5775,-124.008056,0.2,1240068445804,,,,,Oregon Department of Environmental Quality,ODEQ,ES,13345,Poole Slough,,
2671,Coast Fork Willamette River at River Mile 38.9,43.60755,-123.080584,37.65,1230233440232,,,,,Oregon Department of Environmental Quality,ODEQ,FW,33860,Coast Fork Willamette River,,100K
2672,Rinearson Slough,46.103056,-122.996667,6,1230361461306,,,,,Oregon Department of Environmental Quality,ODEQ,FW,20676,Rinearson Slough,,
2673,Mill Creek at Hardcastle Road (Woodburn),45.146028,-122.846861,10.3,1227520452422,,,,,Oregon Department of Environmental Quality,ODEQ,FW,10889,Mill Creek,,
2674,Wildcat Creek at mouth,43.998694,-123.608139,0.1,1236094439985,,,,,Oregon Department of Environmental Quality,ODEQ,FW,10989,Fowler Creek,,
2675,Silver Creek 100 feet downstream of Silverton STP outfall,45.008972,-122.802722,2.4,1228414450001,,,,,Oregon Department of Environmental Quality,ODEQ,FW,11825,Silver Creek,,
2676,"Fish Creek upstream of Rimrock Creek, River Mile 1.9 (tributary to Clackamas River at River Mile 41.5)",45.13198,-122.15878,1.9,1221528451579,,,,,Oregon Department of Environmental Quality,ODEQ,FW,29684,Fish Creek,,
2677,Mosier Creek,45.57127,-121.40818,9.8,1213974456915,,,,,Oregon Department of Environmental Quality,ODEQ,FW,31404,Mosier Creek,,
2678,"Nehalem R., N. Fk., 30 ft. u/s McDonald Bridge",45.735,-123.88083,0.24,1238777457315,,,,,Oregon Department of Environmental Quality,ODEQ,ES,29289,North Fork Nehalem River,,100K
2679,Martin Creek 3.2 miles on FSR 23,43.547403,-122.721289,0.4,1227288435463,,,,,Oregon Department of Environmental Quality,ODEQ,FW,21878,Cedar Creek,,
2680,Neptune Beach-South,44.26432,-124.10947,166.08,1240637462558,,,OR897755,Neptune Beach,Oregon Department of Environmental Quality,ODEQ,SW,29323,Pacific Ocean,,
2681,Floras Lake at southeast peninsula,42.89412,-124.50201,1.98,1244974429131,1245047428942,Floras Lake,,,Oregon Department of Environmental Quality,ODEQ,FW,25765,Boulder Creek,StreamNet,100K
2682,Jackson Creek upstream of Ross Lane (tributary of Bear Creek),42.342917,-122.932167,5.2,1229416424128,,,,,Oregon Department of Environmental Quality,ODEQ,FW,23109,Jackson Creek,,
2683,Donaca Creek upstream of Swamp Creek crossing,44.518906,-122.190633,0.1,1221918445188,,,,,Oregon Department of Environmental Quality,ODEQ,FW,21855,Swamp Creek,,
2684,EAGLE CR AT RM 28.6,45.041,-117.44,30.3,1171699447463,,,,,Oregon Department of Environmental Quality,ODEQ,FW,35810,Eagle Creek,,
2685,BEECH CR EF AT RM 4.1,44.512,-118.968,4.53,1190374445209,,,,,Oregon Department of Environmental Quality,ODEQ,FW,35811,East Fork Beech Creek,,
2686,CANYON CR EF AT RM 3.0,44.27,-118.872,3.11,1189130442460,,,,,Oregon Department of Environmental Quality,ODEQ,FW,35812,East Fork Canyon Creek,,
2687,LOSTINE R EF AT RM 2.8,45.216,-117.348,2.69,1173750452454,,,,,Oregon Department of Environmental Quality,ODEQ,FW,35813,East Lostine River,,
2688,MEADOW BROOK CR EF AT RM 2.8,44.95,-118.923,2.9,1189658449686,,,,,Oregon Department of Environmental Quality,ODEQ,FW,35814,East Fork Meadow Brook Creek,,
2689,ELK CR AT RM 4.2,45.665,-117.188,4.23,1171526457055,,,,,Oregon Department of Environmental Quality,ODEQ,FW,35815,Elk Creek,,
2690,ELK CR AT RM 4.1,45.667,-117.189,4.12,1171526457055,,,,,Oregon Department of Environmental Quality,ODEQ,FW,35816,Elk Creek,,
2691,ELK CR AT MOUTH,44.402,-118.327,0,1183268444019,,,,,Oregon Department of Environmental Quality,ODEQ,FW,35817,Elk Creek,,
2692,FIVEMILE CR AT RM 9.5,45.125,-119.106,9.64,1189855450726,,,,,Oregon Department of Environmental Quality,ODEQ,FW,35818,Fivemile Creek,,
2693,FIVEMILE CR AT RM 13.5,45.172,-119.131,13.65,1189855450726,,,,,Oregon Department of Environmental Quality,ODEQ,FW,35819,Fivemile Creek,,
2694,FOPIAN CR AT RM 0.1,44.264,-118.392,0.11,1183940442633,,,,,Oregon Department of Environmental Quality,ODEQ,FW,35820,Fopian Creek,,
2695,GRANDE RONDE R AT RM 202.5,44.992,-118.269,202.57,1169845460718,,,,,Oregon Department of Environmental Quality,ODEQ,FW,35821,Grande Ronde River,,
2696,GRAY CR AT RM 2.1,44.263,-120.272,2.15,1202384442803,,,,,Oregon Department of Environmental Quality,ODEQ,FW,35822,Gray Creek,,
2697,GUMBOOT CR AT RM 0.4,45.177,-116.88,0.48,1168724451806,,,,,Oregon Department of Environmental Quality,ODEQ,FW,35823,Gumboot Creek,,
2698,LIMBER JIM CR AT RM 1.0,45.098,-118.332,0.98,1183437450889,,,,,Oregon Department of Environmental Quality,ODEQ,FW,35824,Limber Jim Creek,,
2699,LITTLE MINAM R AT RM 1.3,45.384,-117.672,1.38,1176719454005,,,,,Oregon Department of Environmental Quality,ODEQ,FW,35825,Little Minam River,,
2700,LONG CR AT RM 28.7,44.677,-118.962,29.45,1192349448877,,,,,Oregon Department of Environmental Quality,ODEQ,FW,35826,Long Creek,,
2701,LITTLE SNOWSHOE CR AT MOUTH,44.161,-119.234,0.04,1192355441608,,,,,Oregon Department of Environmental Quality,ODEQ,FW,35827,Little Snowshoe Creek,,
2702,MEADOW CR AT RM 18.0,45.293,-118.62,17.95,1183775452640,,,,,Oregon Department of Environmental Quality,ODEQ,FW,35828,Meadow Creek,,
2703,BURNT R MF AT RM 4.8,44.513,-118.283,4.99,1181965445059,,,,,Oregon Department of Environmental Quality,ODEQ,FW,35829,Middle Fork Burnt River,,
