"MonitoringLocationIdentifier","Site_no","OrganizationIdentifier","OrganizationFormalName","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","HUCEightDigitCode","DrainageAreaMeasureMeasureValue","DrainageAreaMeasureMeasureUnitCode","ContributingDrainageAreaMeasureMeasureValue","ContributingDrainageAreaMeasureMeasureUnitCode","LatitudeMeasure","LongitudeMeasure","SourceMapScaleNumeric","HorizontalAccuracyMeasureMeasureValue","HorizontalAccuracyMeasureMeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasureMeasureValue","VerticalMeasureMeasureUnitCode","VerticalAccuracyMeasureMeasureValue","VerticalAccuracyMeasureMeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasureMeasureValue","WellDepthMeasureMeasureUnitCode","WellHoleDepthMeasureMeasureValue","WellHoleDepthMeasureMeasureUnitCode","Site_name","Agency","LLID_Stream_Lake","Str_LLID","Str_name","LAKE_LLID","LAKE_NAME","Latitude_clean","Longitude_clean"
"USGS-442848121180100","442848121180100","USGS-OR","USGS Oregon Water Science Center","CROOKED RIVER AT WHINER ROCK, ABV OPAL SPRINGS, OR","Stream","Curt Hughes project May 2005",NA,NA,"",NA,NA,"44.479812899999999","-121.3013212",24000,".1","seconds","Global positioning system (GPS), uncorrected","NAD83","2100.0","feet","20.0","feet","Altimeter","NGVD29","US",41,"31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.4798129","-121.3013212"
"USGS-443003122000801","443003122000801","USGS-OR","USGS Oregon Water Science Center","NORTH SANTIAM RIVER NEAR MARION FORKS, OR","Stream","STRATA HC/f",17090005,"21.199999999999999","sq mi",NA,NA,"44.500676900000002","-122.0034014",24000,"1","seconds","Interpolated from map","NAD83",NA,"",NA,"","","","US",41,"43",NA,NA,NA,NA,NA,NA,NA,NA,"NORTH SANTIAM RIVER NEAR MARION FORKS, OR","USGS","1230064446868","1230064446868","North Santiam River",NA,NA,"44.5006769","-122.0034014"
"USGS-4432261175510","4432261175510","USGS-OR","USGS Oregon Water Science Center","PINE CREEK POND A","Lake, Reservoir, Impoundment","USGS-BRD ARMI Grazing effects study - C.Anderson",17050202,NA,"",NA,NA,"44.540437599999997","-117.9204909",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83","4440.0","feet","10.0","feet","Interpolated from topographic map","NGVD29","US",41,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.5404376","-117.9204909"
"USGS-4433091175540","4433091175540","USGS-OR","USGS Oregon Water Science Center","PINE CREEK POND F","Lake, Reservoir, Impoundment","USGS-BRD-ARMI Grazing effects study  C. Anderson",17050202,NA,"",NA,"","44.552381699999998","-117.92882470000001",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83","4880.0","feet","10.0","feet","Interpolated from topographic map","NGVD29","US",41,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.5523817","-117.9288247"
"USGS-4433121175539","4433121175539","USGS-OR","USGS Oregon Water Science Center","PINE CREEK POND G","Lake, Reservoir, Impoundment","USGS-BRD-ARMI Grazing effects study  C.Anderson",17050202,NA,"",NA,NA,"44.553215000000002","-117.9285469",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83","5180.0","feet","10.0","feet","Interpolated from topographic map","NGVD29","US",41,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.553215","-117.9285469"
"USGS-4433261175548","4433261175548","USGS-OR","USGS Oregon Water Science Center","PINE CREEK POND J","Lake, Reservoir, Impoundment","USGS-BRD-ARMI Grazing effects study  C.Anderson",17050202,NA,"",NA,"","44.5571038","-117.93104700000001",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83","5050.0","feet","10.0","feet","Interpolated from topographic map","NGVD29","US",41,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.5571038","-117.931047"
"USGS-443326123165200","443326123165200","USGS-OR","USGS Oregon Water Science Center","OAK CREEK AT CORVALLIS, OR","Stream","URBAN GRADIENT LAND USE STUDY  M.Sarantou  3/04",17090003,"12.6","sq mi",NA,"","44.557065799999997","-123.28232180000001",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83","220.0","feet","20.0","feet","Interpolated from topographic map","NGVD29","US",41,"003",NA,NA,NA,NA,NA,NA,NA,NA,"OAK CREEK AT CORVALLIS, OR","USGS","1232780445550","1232780445550","Oak Creek",NA,NA,"44.5570658","-123.2823218"
"USGS-4433281175549","4433281175549","USGS-OR","USGS Oregon Water Science Center","PINE CREEK POND I","Lake, Reservoir, Impoundment","USGS-BRD-ARMI Grazing effects study  C.Anderson",17050202,NA,"",NA,NA,"44.557659299999997","-117.9313248",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83","5280.0","feet","10.0","feet","Interpolated from topographic map","NGVD29","US",41,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.5576593","-117.9313248"
"USGS-4433311175509","4433311175509","USGS-OR","USGS Oregon Water Science Center","PINE CREEK POND D","Lake, Reservoir, Impoundment","USGS-BRD-ARMI Grazing effects study C. Anderson",17050202,NA,"",NA,NA,"44.558492600000001","-117.92021370000001",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83","4490.0","feet","10.0","feet","Interpolated from topographic map","NGVD29","US",41,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.5584926","-117.9202137"
"USGS-4433331175508","4433331175508","USGS-OR","USGS Oregon Water Science Center","PINE CREEK POND E","Lake, Reservoir, Impoundment","USGS-BRD-ARMI Grazing effects study  C.Anderson",17050202,NA,"",NA,NA,"44.559048099999998","-117.9199359",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83","4500.0","feet","10.0","feet","Interpolated from topographic map","NGVD29","US",41,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.5590481","-117.9199359"
"USGS-443516122204701","443516122204701","USGS-OR","USGS Oregon Water Science Center","CANAL CREEK NEAR CASCADIA, OR","Stream","Denny Wentz August 2002 project site",NA,"23.600000000000001","sq mi",NA,NA,"44.587623299999997","-122.34757980000001",NA,"1","seconds","Interpolated from map","NAD83","1525.0","feet","10.0","feet","Interpolated from topographic map","NGVD29","US",41,"43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.5876233","-122.3475798"
"USGS-443700117572600","443700117572600","USGS-OR","USGS Oregon Water Science Center","BLACK MOUNTAIN MIDDLE POND, OR","Lake, Reservoir, Impoundment","USGS-BRD-ARMI Project  C.Anderson Dec. 2002",17050203,NA,"",NA,NA,"44.616546399999997","-117.958271",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83","5240.0","feet","10.0","feet","Interpolated from topographic map","NGVD29","US",41,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.6165464","-117.958271"
"USGS-4437151175721","4437151175721","USGS-OR","USGS Oregon Water Science Center","LOWER BLACK MOUNTAIN POND, OR","Lake, Reservoir, Impoundment","USGS-BRD-ARMI Grazing effects study   C.Anderson",17050203,NA,"",NA,NA,"44.620712900000001","-117.9568823",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83","5100.0","feet","10.0","feet","Interpolated from topographic map","NGVD29","US",41,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.6207129","-117.9568823"
"USGS-4437301175712","4437301175712","USGS-OR","USGS Oregon Water Science Center","BLACK MOUNTAIN LITTLE POND","Lake, Reservoir, Impoundment","USGS-BRD-ARMI Grazing effects study  C.Anderson",17050203,NA,"",NA,NA,"44.624879499999999","-117.9543824",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83","4900.0","feet","10.0","feet","Interpolated from topographic map","NGVD29","US",41,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.6248795","-117.9543824"
"USGS-4440091182112","4440091182112","USGS-OR","USGS Oregon Water Science Center","BURNT RIVER E","Stream","USGS-BRD-ARMI Grazing effects study C.Anderson2002",17050202,NA,"",NA,"","44.669042699999999","-118.35438670000001",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83","4250.0","feet","10.0","feet","Interpolated from topographic map","NGVD29","US",41,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.6690427","-118.3543867"
"USGS-4440091182115","4440091182115","USGS-OR","USGS Oregon Water Science Center","BURNT RIVER NW","Stream","USGS-BRD-ARMI Grazing effects study C.Anderson2002",17050202,NA,"",NA,NA,"44.669042699999999","-118.35522",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83","4250.0","feet","10.0","feet","Interpolated from topographic map","NGVD29","US",41,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.6690427","-118.35522"
"USGS-444057118275000","444057118275000","USGS-OR","USGS Oregon Water Science Center","LOWER SNOW CREEK, OR","Stream","USGS-BRD-ARMI project  C. Anderson Dec. 2002",17050202,NA,"",NA,"","44.682375299999997","-118.4649454",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83","5000.0","feet","10.0","feet","Interpolated from topographic map","NGVD29","US",41,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.6823753","-118.4649454"
"USGS-4441061182518","4441061182518","USGS-OR","USGS Oregon Water Science Center","PARKERVILLE","Stream","USGS-BRD-ARMI Grazing effects study  C.Anderson",17050202,NA,"",NA,NA,"44.684875300000002","-118.42272199999999",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83","4840.0","feet","10.0","feet","Interpolated from topographic map","NGVD29","US",41,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.6848753","-118.422722"
"USGS-4441091182804","4441091182804","USGS-OR","USGS Oregon Water Science Center","GREENHORN","Stream","USGS-BRD-ARMI Grazing effects study  C.Anderson",17050202,NA,"",NA,"","44.685708499999997","-118.46883440000001",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83","5200.0","feet","10.0","feet","Interpolated from topographic map","NGVD29","US",41,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.6857085","-118.4688344"
"USGS-4441121182826","4441121182826","USGS-OR","USGS Oregon Water Science Center","SLAB CREEK POND","Lake, Reservoir, Impoundment","USGS-BRD-ARMI Grazing effects study C.Anderson2002",17050202,NA,"",NA,"","44.686541800000001","-118.47494570000001",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83","5180.0","feet","10.0","feet","Interpolated from topographic map","NGVD29","US",41,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.6865418","-118.4749457"
"USGS-4441301181909","4441301181909","USGS-OR","USGS Oregon Water Science Center","LOWER CAMP  CREEK","Stream","USGS-BRD-ARMI Grazing effects study  C.Anderson",17050202,NA,"",NA,NA,"44.691541899999997","-118.3202196",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83","4300.0","feet","10.0","feet","Interpolated from topographic map","NGVD29","US",41,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.6915419","-118.3202196"
"USGS-444137118232500","444137118232500","USGS-OR","USGS Oregon Water Science Center","WINTERVILLE POND","Lake, Reservoir, Impoundment","ARMI Water collection sites-C.Anderson Aug.2003",NA,NA,"",NA,"","44.693486100000001","-118.3913326",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83","4827.8999999999996","feet","10.0","feet","Global Positioning System","NGVD29","US",41,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.6934861","-118.3913326"
"USGS-444139122124700","444139122124700","USGS-OR","USGS Oregon Water Science Center","DETROIT LAKE BELOW BLOWOUT CREEK","Lake, Reservoir, Impoundment","QW sediment study - profiling",NA,NA,"",NA,"","44.6940113","-122.21424349999999",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83",NA,"",NA,"","","","US",41,"047",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.6940113","-122.2142435"
"USGS-444207122120900","444207122120900","USGS-OR","USGS Oregon Water Science Center","DETROIT LAKE NEAR DETROIT LAKE DAM, OR","Lake, Reservoir, Impoundment","USGS & City of Salem N.Santiam turbid project 8/03",17090005,NA,"",NA,NA,"44.701944400000002","-122.2025",24000,"1","seconds","Global positioning system (GPS), uncorrected","NAD83","1550.0","feet","17.0","feet","Global Positioning System","NGVD29","US",41,"47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.7019444","-122.2025"
"USGS-444230122141700","444230122141700","USGS-OR","USGS Oregon Water Science Center","DETROIT LAKE BELOW KINNEY CREEK","Lake, Reservoir, Impoundment","QW sediment study - profiling",NA,NA,"",NA,"","44.708177900000003","-122.239244",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83",NA,"",NA,"","","","US",41,"047",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.7081779","-122.239244"
"USGS-4442311181909","4442311181909","USGS-OR","USGS Oregon Water Science Center","UPPER CAMP CREEK","Stream","USGS-BRD-ARMI Grazing effects study  C.Anderson",17050202,NA,"",NA,"","44.708485699999997","-118.3202199",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83","4310.0","feet","10.0","feet","Interpolated from topographic map","NGVD29","US",41,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.7084857","-118.3202199"
"USGS-444236122110300","444236122110300","USGS-OR","USGS Oregon Water Science Center","DETROIT LAKE AT MONGOLD STATE PARK","Lake, Reservoir, Impoundment","QW sediment study - profiling",NA,NA,"",NA,"","44.709844400000001","-122.1853541",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83",NA,"",NA,"","","","US",41,"047",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.7098444","-122.1853541"
"USGS-444250122112600","444250122112600","USGS-OR","USGS Oregon Water Science Center","Swimming area at Mongold State Park, OR","Lake, Reservoir, Impoundment","Detroit Lake Swim Area QW study - Amy Brooks",NA,NA,"",NA,"","44.713733300000001","-122.1917432",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83",NA,"",NA,"","","","US",41,"47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.7137333","-122.1917432"
"USGS-4443181182752","4443181182752","USGS-OR","USGS Oregon Water Science Center","LITTLE SKINNY DIP","Stream","USGS-BRD-ARMI Grazing effects study  C.Anderson",17050202,NA,"",NA,"","44.721540500000003","-118.4655018",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83","5800.0","feet","10.0","feet","Interpolated from topographic map","NGVD29","US",41,"23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.7215405","-118.4655018"
"USGS-4443281175624","4443281175624","USGS-OR","USGS Oregon Water Science Center","ELK CREEK POND","Lake, Reservoir, Impoundment","USGS-BRD-ARMI Grazing effects study C.Anderson",17050203,NA,"",NA,NA,"44.7243207","-117.94105159999999",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83","4440.0","feet","10.0","feet","Interpolated from topographic map","NGVD29","US",41,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.7243207","-117.9410516"
"USGS-444410122093000","444410122093000","USGS-OR","USGS Oregon Water Science Center","DETROIT LAKE AT KANES MARINA, OR","Lake, Reservoir, Impoundment","USGS & City of Salem N.Santiam turbid project 8/03",17090005,NA,"",NA,NA,"44.736111100000002","-122.1583333",24000,"1","seconds","Global positioning system (GPS), uncorrected","NAD83","1549.0","feet","22.0","feet","Global Positioning System","NGVD29","US",41,"47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.7361111","-122.1583333"
"USGS-444605123043200","444605123043200","USGS-OR","USGS Oregon Water Science Center","KILLDEER POND, OR (NWR ANKY SITES)","Lake, Reservoir, Impoundment","NWR  ANKY QW SITES  C.Anderson May 2004",NA,NA,"",NA,"","44.767944399999998","-123.0755556",NA,".1","seconds","Global positioning system (GPS), uncorrected","NAD83","59.0","feet","10.0","feet","Interpolated from topographic map","NGVD29","US",41,"47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.7679444","-123.0755556"
"USGS-444605123043201","444605123043201","USGS-OR","USGS Oregon Water Science Center","SOUTH POND , OR  (NWR  ANKY SITES)","Lake, Reservoir, Impoundment","NWR QW SITES ANKY refuge   May 2004, C.Anderson",NA,NA,"",NA,"","44.768138899999997","-123.0755278",NA,".1","seconds","Global positioning system (GPS), uncorrected","NAD83","59.0","feet","10.0","feet","Interpolated from topographic map","NGVD29","US",41,"47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.7681389","-123.0755278"
"USGS-444624123032600","444624123032600","USGS-OR","USGS Oregon Water Science Center","DUGOUT PONDS, OR (NWR ANKY SITES)","Lake, Reservoir, Impoundment","NWRs qw ANKY sites   C.Anderson May 2004",NA,NA,"",NA,"","44.773249999999997","-123.0572222",NA,".1","seconds","Global positioning system (GPS), uncorrected","NAD83","61.0","feet","10.0","feet","Interpolated from topographic map","NGVD29","US",41,"47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.77325","-123.0572222"
"USGS-444649121594701","444649121594701","USGS-OR","USGS Oregon Water Science Center","BREITENBUSH R BLW BREITENBUSH HOT SPGS NR DETROIT","Stream","Denny Wentz August 2002 project site",NA,"62.299999999999997","sq mi",NA,NA,"44.780121600000001","-121.9975747",NA,"1","seconds","Interpolated from map","NAD83","2100.0","feet","10.0","feet","Interpolated from topographic map","NGVD29","US",41,"47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.7801216","-121.9975747"
"USGS-444728122450000","444728122450000","USGS-OR","USGS Oregon Water Science Center","NORTH SANTIAM RIVER AT GEREN ISLAND, NR STAYTON,OR","Stream","site at water treatment plant Amy Brooks,M.Uhrich",17090005,"688.0","sq mi",NA,"","44.790955599999997","-122.75119890000001",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83",NA,"",NA,"","","","US",41,"047",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.7909556","-122.7511989"
"USGS-444732123051800","444732123051800","USGS-OR","USGS Oregon Water Science Center","MAHOFF OND, OR (NWR  ANKY SITES)","Lake, Reservoir, Impoundment","NWR  ANKY QW SITES C.Anderson  May 2004",NA,NA,"",NA,"","44.792222199999998","-123.0883333",NA,".1","seconds","Global positioning system (GPS), uncorrected","NAD83","59.0","feet","10.0","feet","Interpolated from topographic map","NGVD29","US",41,"47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.7922222","-123.0883333"
"USGS-444759123050800","444759123050800","USGS-OR","USGS Oregon Water Science Center","WIGEON MARSH , OR   (NWR  ANKY SITES)","Lake, Reservoir, Impoundment","NWR  ANKY  QW SITES   C.Anderson  May 2004",NA,NA,"",NA,"","44.799722199999998","-123.08555560000001",NA,".1","seconds","Global positioning system (GPS), uncorrected","NAD83","59.0","feet","10.0","feet","Interpolated from topographic map","NGVD29","US",41,"47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.7997222","-123.0855556"
"USGS-445029122592600","445029122592600","USGS-OR","USGS Oregon Water Science Center","BATTLE CREEK NEAR TURNER, OR","Stream","URBAN GRADIENT LAND USE STUDY  M.Sarantou  3/04",17090007,"11.6","sq mi",NA,"","44.841231999999998","-122.99176060000001",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83","310.0","feet","20.0","feet","Interpolated from topographic map","NGVD29","US",41,"047",NA,NA,NA,NA,NA,NA,NA,NA,"BATTLE CREEK NEAR TURNER, OR","USGS","1229643448348","1229643448348","Battle Creek",NA,NA,"44.841232","-122.9917606"
"USGS-445551123015800","445551123015800","USGS-OR","USGS Oregon Water Science Center","PRINGLE CREEK AT SALEM, OR","Stream","NAWQA URBAN LAND-USE GRADIENT STUDY OCT.2003",17090007,"9.5999999999999996","sq mi",NA,"","44.930675399999998","-123.033985",NA,".5","seconds","Interpolated from map","NAD83","150.0","feet","20.0","feet","Interpolated from topographic map","NGVD29","US",41,"047",NA,NA,NA,NA,NA,NA,NA,NA,"PRINGLE CREEK AT SALEM, OR","USGS","1230450449387","1230450449387","Pringle Creek",NA,NA,"44.9306754","-123.033985"
"USGS-445719123152200","445719123152200","USGS-OR","USGS Oregon Water Science Center","DUSKY MARSH (NWR BSKT SITE)","Lake, Reservoir, Impoundment","NWRs qw BSKT site   C.Anderson June 2004",NA,NA,"",NA,"","44.955277799999998","-123.256111",NA,".1","seconds","Global positioning system (GPS), uncorrected","NAD83","61.0","feet","10.0","feet","Interpolated from topographic map","NGVD29","US",41,"53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.9552778","-123.256111"
"USGS-445720123152000","445720123152000","USGS-OR","USGS Oregon Water Science Center","VANCOUVER MARSH (NWR BSKT SITE)","Lake, Reservoir, Impoundment","NWRs qw BSKT site  C.Anderson June 2004",NA,NA,"",NA,"","44.955555599999997","-123.25555559999999",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83","61.0","feet","10.0","feet","Interpolated from topographic map","NGVD29","US",41,"53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.9555556","-123.2555556"
"USGS-445830123150300","445830123150300","USGS-OR","USGS Oregon Water Science Center","SMITH POND (NWR BSKT SITE)","Lake, Reservoir, Impoundment","NWRs  qw BSKT site  C.Anderson  June 2004",NA,NA,"",NA,"","44.975000000000001","-123.2508333",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83","85.0","feet","10.0","feet","Interpolated from topographic map","NGVD29","US",41,"53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.975","-123.2508333"
"USGS-445915123153900","445915123153900","USGS-OR","USGS Oregon Water Science Center","ALEUTIAN MARSH  (NWR BSKT SITES)","Lake, Reservoir, Impoundment","NWRs qw BSKT sites    C.Anderson May 2004",NA,NA,"",NA,"","44.987416699999997","-123.2608333",NA,".1","seconds","Interpolated from map","NAD83","61.0","feet","10.0","feet","Interpolated from topographic map","NGVD29","US",41,"53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.9874167","-123.2608333"
"USGS-450022123012400","450022123012400","USGS-OR","USGS Oregon Water Science Center","CLAGGETT CREEK AT KEIZER, OR","Stream","NAWQA URBAN LAND-USE GRADIENT STUDY OCT. 2003",17090007,"9.5999999999999996","sq mi",NA,"","45.005952600000001","-123.0245413",NA,".5","seconds","Interpolated from map","NAD83","120.0","feet","20.0","feet","Interpolated from topographic map","NGVD29","US",41,"047",NA,NA,NA,NA,NA,NA,NA,NA,"CLAGGETT CREEK AT KEIZER, OR","USGS","1230310450293","1230310450293","Claggett Creek",NA,NA,"45.0059526","-123.0245413"
"USGS-450156122033100","450156122033100","USGS-OR","USGS Oregon Water Science Center","UPPER CLACKAMAS RIVER AT TWO RIVERS C.G., OR","Stream","REQUESTED BY KURT CARPENTER",17090011,"157.0","sq mi",NA,NA,"45.032066499999999","-122.05980219999999",NA,"10","seconds","Interpolated from map","NAD83",NA,"",NA,"","","","US",41,"5",NA,NA,NA,NA,NA,NA,NA,NA,"UPPER CLACKAMAS RIVER AT TWO RIVERS C.G., OR","USGS","1226050453723","1226050453723","Clackamas River",NA,NA,"45.0320665","-122.0598022"
