MonitoringLocationIdentifier,Site_no,OrganizationIdentifier,OrganizationFormalName,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasureMeasureValue,DrainageAreaMeasureMeasureUnitCode,ContributingDrainageAreaMeasureMeasureValue,ContributingDrainageAreaMeasureMeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasureMeasureValue,HorizontalAccuracyMeasureMeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasureMeasureValue,VerticalMeasureMeasureUnitCode,VerticalAccuracyMeasureMeasureValue,VerticalAccuracyMeasureMeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasureMeasureValue,WellDepthMeasureMeasureUnitCode,WellHoleDepthMeasureMeasureValue,WellHoleDepthMeasureMeasureUnitCode,Site_name,Agency,LLID_Stream_Lake,Str_LLID,Str_name,LAKE_LLID,LAKE_NAME,LatChar,LonChar
USGS-452326122454700,4.52326E+14,USGS-OR,USGS Oregon Water Science Center,"TUALATIN RIVER DOWNSTREAM FANNO CK, NR DURHAM, OR",Stream,Tualatin QW  Stewart Rounds  August 2006,17090010,NA,,NA,,45.3903965,-122.764263,NA,1,seconds,Interpolated from map,NAD83,101.5,feet,20,feet,Interpolated from topographic map,NGVD29,US,41,67,NA,NA,NA,NA,NA,NA,NA,NA,"TUALATIN RIVER DOWNSTREAM FANNO CK, NR DURHAM, OR",USGS,1.2265E+12,1.2265E+12,Tualatin River,NA,NA,45.3903965,-122.764263
USGS-452333122460100,4.52333E+14,USGS-OR,USGS Oregon Water Science Center,"TUALATIN RIVER UPSTRM RM 9.4 RIFFLE, NR DURHAM, OR",Stream,Tualatin QW  Stewart Rounds   August 2006,17090010,NA,,NA,,45.3923409,-122.768152,NA,1,seconds,Interpolated from map,NAD83,101.5,feet,20,feet,Interpolated from topographic map,NGVD29,US,41,67,NA,NA,NA,NA,NA,NA,NA,NA,"TUALATIN RIVER UPSTRM RM 9.4 RIFFLE, NR DURHAM, OR",USGS,1.2265E+12,1.2265E+12,Tualatin River,NA,NA,45.3923409,-122.768152
USGS-452336122455300,4.52336E+14,USGS-OR,USGS Oregon Water Science Center,"TUALATIN RIVER UP/FROM WWTP OUTFALL,NR DURHAM, OR",Stream,Tualatin QW  Stewart Rounds  August 2006,17090010,NA,,NA,,45.3931743,-122.7659298,NA,1,seconds,Interpolated from map,NAD83,101.5,feet,20,feet,Interpolated from topographic map,NGVD29,US,41,67,NA,NA,NA,NA,NA,NA,NA,NA,"TUALATIN RIVER UP/FROM WWTP OUTFALL,NR DURHAM, OR",USGS,1.2265E+12,1.2265E+12,Tualatin River,NA,NA,45.3931743,-122.7659298
USGS-452337122243300,4.52337E+14,USGS-OR,USGS Oregon Water Science Center,"DEEP CREEK AT CAMP KURATLI, NEAR BARTON, OR",Stream,Kurt Carpenter QW Clackamas study  Sept. 2005,NA,NA,,NA,,45.3934544,-122.4103663,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,NA,,NA,,,,US,41,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.3934544,-122.4103663
USGS-452337122243500,4.52337E+14,USGS-OR,USGS Oregon Water Science Center,"NORTH FORK DEEP CREEK AT BARTON, OR",Stream,NAWQA URBAN LAND-USE GRADIENT STUDY  OCT. 2003,17090011,14.3,sq mi,NA,,45.3934544,-122.4109219,NA,0.5,seconds,Interpolated from map,NAD83,200,feet,20,feet,Interpolated from topographic map,NGVD29,US,41,5,NA,NA,NA,NA,NA,NA,NA,NA,"NORTH FORK DEEP CREEK AT BARTON, OR",USGS,1.22411E+12,1.22411E+12,North Fork Deep Creek,NA,NA,45.3934544,-122.4109219
USGS-452338122461800,4.52338E+14,USGS-OR,USGS Oregon Water Science Center,"TUALATIN RIVER @ COOK PARK BOAT RMP, NR TIGARD, OR",Stream,Tualatin QW   Stewart Rounds   August 2006,17090010,NA,,NA,,45.3937298,-122.7728744,NA,1,seconds,Interpolated from map,NAD83,101.5,feet,20,feet,Interpolated from topographic map,NGVD29,US,41,67,NA,NA,NA,NA,NA,NA,NA,NA,"TUALATIN RIVER @ COOK PARK BOAT RMP, NR TIGARD, OR",USGS,1.2265E+12,1.2265E+12,Tualatin River,NA,NA,45.3937298,-122.7728744
USGS-452340122251000,4.5234E+14,USGS-OR,USGS Oregon Water Science Center,"DEEP CREEK AT HWY 224, OR",Stream,REQUESTED BY KURT CARPENTER,NA,NA,,NA,,45.3942877,-122.4206442,NA,1,seconds,Interpolated from map,NAD83,NA,,NA,,,,US,41,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.3942877,-122.4206442
USGS-452342122460600,4.52342E+14,USGS-OR,USGS Oregon Water Science Center,"TUALATIN RIVER DOWNSTREAM COOK PARK, NR TIGARD, OR",Stream,Tualatin QW  Stewart Rounds   August 2006,17090010,NA,,NA,,45.3948409,-122.769541,NA,1,seconds,Interpolated from map,NAD83,101.5,feet,20,feet,Interpolated from topographic map,NGVD29,US,41,67,NA,NA,NA,NA,NA,NA,NA,NA,"TUALATIN RIVER DOWNSTREAM COOK PARK, NR TIGARD, OR",USGS,1.2265E+12,1.2265E+12,Tualatin River,NA,NA,45.3948409,-122.769541
USGS-452344122250400,4.52344E+14,USGS-OR,USGS Oregon Water Science Center,"NOYER CREEK AT MOUTH, NEAR BARTON, OR",Stream,Kurt Carpenter project site,NA,NA,,NA,,45.3953988,-122.4189775,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,NA,,NA,,,,US,41,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.3953988,-122.4189775
USGS-452347122463000,4.52347E+14,USGS-OR,USGS Oregon Water Science Center,"TUALATIN RIVER UPSTREAM COOK PARK, NEAR TIGARD, OR",Stream,Tualatin QW   Stewart Rounds    August 2006,17090010,NA,,NA,,45.3962297,-122.7762079,NA,1,seconds,Interpolated from map,NAD83,101.5,feet,20,feet,Interpolated from topographic map,NGVD29,US,41,67,NA,NA,NA,NA,NA,NA,NA,NA,"TUALATIN RIVER UPSTREAM COOK PARK, NEAR TIGARD, OR",USGS,1.2265E+12,1.2265E+12,Tualatin River,NA,NA,45.3962297,-122.7762079
USGS-452348122454701,4.52348E+14,USGS-OR,USGS Oregon Water Science Center,"FANNO CREEK AT DURHAM CITY PARK, DURHAM, OR",Stream,TAMMY WOOD,17090010,31.9,sq mi,NA,,45.3966131,-122.7629714,NA,0.5,seconds,"Global positioning system (GPS), uncorrected",NAD83,110,feet,5,feet,Interpolated from topographic map,NGVD29,US,41,67,NA,NA,NA,NA,NA,NA,NA,NA,"FANNO CREEK AT DURHAM CITY PARK, DURHAM, OR",USGS,1.22764E+12,1.22764E+12,Fanno Creek,NA,NA,45.3966131,-122.7629714
USGS-452350122454101,4.5235E+14,USGS-OR,USGS Oregon Water Science Center,FANNO CREEK AT FOOT BRIDGE,Stream,CWS 3840004,17090001,31.5,sq mi,NA,,45.3971583,-122.7613889,24000,1,seconds,Interpolated from Digital Map,NAD83,115,feet,10,feet,Interpolated from digital elevation model (DEM),NGVD29,US,41,67,NA,NA,NA,NA,NA,NA,NA,NA,FANNO CREEK AT FOOT BRIDGE,USGS,1.22764E+12,1.22764E+12,Fanno Creek,NA,NA,45.3971583,-122.7613889
USGS-452355122172400,4.52355E+14,USGS-OR,USGS Oregon Water Science Center,"TICKLE CREEK AT 362ND, NEAR SANDY, OR",Stream,Kurt Carpenter Clackamas study  QW  Sept. 2005,NA,NA,,NA,,45.398454,-122.2911986,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,NA,,NA,,,,US,41,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.398454,-122.2911986
USGS-452414122213200,4.52414E+14,USGS-OR,USGS Oregon Water Science Center,"TICKLE CREEK NEAR BORING, OR",Stream,NAWQA URBAN LAND-USE GRADIENT STUDY  OCT. 2003,17090011,13.2,sq mi,NA,,45.4037319,-122.3600883,NA,0.5,seconds,Interpolated from map,NAD83,360,feet,20,feet,Interpolated from topographic map,NGVD29,US,41,5,NA,NA,NA,NA,NA,NA,NA,NA,"TICKLE CREEK NEAR BORING, OR",USGS,1.22374E+12,1.22374E+12,Tickle Creek,NA,NA,45.4037319,-122.3600883
USGS-452417122194600,4.52417E+14,USGS-OR,USGS Oregon Water Science Center,"TICKLE CREEK AT COLORADO ROAD, NEAR SANDY, OR",Stream,Kurt Carpenter Clackamas study QW  Sept. 2005,NA,NA,,NA,,45.4045652,-122.3306436,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,NA,,NA,,,,US,41,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.4045652,-122.3306436
USGS-452420122291600,4.5242E+14,USGS-OR,USGS Oregon Water Science Center,"TRILLIUM CREEK AT ANDREGG PARKWAY, NR DAMASCUS, OR",Stream,Kurt Carpenter project site,NA,NA,,NA,,45.405399,-122.4889783,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,NA,,NA,,,,US,41,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.405399,-122.4889783
USGS-452431122303200,4.52431E+14,USGS-OR,USGS Oregon Water Science Center,"ROCK CREEK NEAR MOUTH, OR",Stream,REQUESTED BY KURT CARPENTER,NA,NA,,NA,,45.4084544,-122.5100898,NA,10,seconds,Interpolated from map,NAD83,NA,,NA,,,,US,41,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.4084544,-122.5100898
USGS-452441122180500,4.52441E+14,USGS-OR,USGS Oregon Water Science Center,"TICKLE CREEK TRIB AT ORIENT ROAD, NEAR SANDY, OR",Stream,Kurt Carpenter Clackamas QW study  Sept. 2005,NA,NA,,NA,,45.4112318,-122.302588,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,NA,,NA,,,,US,41,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.4112318,-122.302588
USGS-452448122450801,4.52448E+14,USGS-OR,USGS Oregon Water Science Center,BALL CREEK AT 74TH,Stream,CWS 3841001,17090001,2.1,sq mi,NA,,45.4133639,-122.7521389,24000,1,seconds,Interpolated from Digital Map,NAD83,148,feet,10,feet,Interpolated from digital elevation model (DEM),NGVD29,US,41,67,NA,NA,NA,NA,NA,NA,NA,NA,BALL CREEK AT 74TH,USGS,1.22753E+12,1.22753E+12,Ball Creek,NA,NA,45.4133639,-122.7521389
USGS-452500122242700,4.525E+14,USGS-OR,USGS Oregon Water Science Center,"NOYER CREEK DWNSTRM HWY 212, NEAR DAMASCUS, OR",Stream,Kurt Carpenter project site,NA,NA,,NA,,45.4165098,-122.4087,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,NA,,NA,,,,US,41,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.4165098,-122.4087
USGS-452516122310500,4.52516E+14,USGS-OR,USGS Oregon Water Science Center,"SIEBEN CREEK DOWNSTREAM FROM SUNNYSIDE ROAD, OR",Stream,Kurt Carpenter Clackamas study  Sept. 2005,NA,NA,,NA,,45.4209542,-122.5192569,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,NA,,NA,,,,US,41,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.4209542,-122.5192569
USGS-452522122293700,4.52522E+14,USGS-OR,USGS Oregon Water Science Center,"ROCK CK@STONY BROOK CT(DWNSTRM 172)NR DAMASCUS, OR",Stream,Kurt Carpenter project site,NA,NA,,NA,,45.422621,-122.494812,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,NA,,NA,,,,US,41,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.422621,-122.494812
USGS-452526122364400,4.52526E+14,USGS-OR,USGS Oregon Water Science Center,"KELLOGG CREEK AT MILWAUKIE, OR",Stream,NAWQA URBAN LAND-USE GRADIENT STUDY   OCT. 2003,17090012,13.2,sq mi,NA,,45.423731,-122.6134262,NA,0.5,seconds,Interpolated from map,NAD83,50,feet,20,feet,Interpolated from topographic map,NGVD29,US,41,5,NA,NA,NA,NA,NA,NA,NA,NA,"KELLOGG CREEK AT MILWAUKIE, OR",USGS,1.22647E+12,1.22647E+12,Kellogg Creek,NA,NA,45.423731,-122.6134262
USGS-452532122203800,4.52532E+14,USGS-OR,USGS Oregon Water Science Center,"NF DEEP CREEK TRIB AT CHURCH ROAD, NEAR BORING, OR",Stream,Kurt Carpenter Clackamas study  Sept. 2005,NA,NA,,NA,,45.4112318,-122.302588,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,NA,,NA,,,,US,41,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.4112318,-122.302588
USGS-452536122223800,4.52536E+14,USGS-OR,USGS Oregon Water Science Center,"NF DEEP CREEK UPSTREAM FROM WEIR, NEAR BORING, OR",Stream,Kurt Carpenter project site,NA,NA,,NA,,45.4265096,-122.3784223,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,NA,,NA,,,,US,41,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.4265096,-122.3784223
USGS-452541122453401,4.52541E+14,USGS-OR,USGS Oregon Water Science Center,RED ROCK CREEK AT HUNZIKER RD,Stream,CWS 3846002,17090001,1.4,sq mi,NA,,45.4280778,-122.7595278,24000,1,seconds,Interpolated from Digital Map,NAD83,151,feet,10,feet,Interpolated from digital elevation model (DEM),NGVD29,US,41,67,NA,NA,NA,NA,NA,NA,NA,NA,RED ROCK CREEK AT HUNZIKER RD,USGS,1.22763E+12,1.22763E+12,Redrock Creek,NA,NA,45.4280778,-122.7595278
USGS-452544122222600,4.52544E+14,USGS-OR,USGS Oregon Water Science Center,"NORTH FORK DEEP CREEK AT BORING, OR",Stream,Kurt Carpenter QW Clackamas study  Sept. 2005,NA,NA,,NA,,45.4287318,-122.375089,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,NA,,NA,,,,US,41,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.4287318,-122.375089
USGS-452546122202700,4.52546E+14,USGS-OR,USGS Oregon Water Science Center,"NF DEEP CREEK TRIBUTARY AT 312TH, NEAR BORING, OR",Stream,Kurt Carpenter Clackamas study   QW   Sept. 2005,NA,NA,,NA,,45.4292873,-122.3420332,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,NA,,NA,,,,US,41,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.4292873,-122.3420332
USGS-452547122465900,4.52547E+14,USGS-OR,USGS Oregon Water Science Center,"UNNAMEED CREEK AT WALNUT STREET, TIGARD, OR",Stream,Tualatin project   S.Rounds May 2007,17090010,NA,,NA,,45.4295627,-122.7842642,24000,1,seconds,Interpolated from map,NAD83,NA,,NA,,,,US,41,67,NA,NA,NA,NA,NA,NA,NA,NA,"UNNAMEED CREEK AT WALNUT STREET, TIGARD, OR",USGS,1.22782E+12,1.22782E+12,NA,NA,NA,45.4295627,-122.7842642
USGS-452558122211200,4.52558E+14,USGS-OR,USGS Oregon Water Science Center,"DOANE CREEK DOWNSTREAM FROM HWY 212, NR BORING, OR",Stream,Kurt Carpenter QW Clackamas study   Sept. 2005,NA,NA,,NA,,45.4326207,-122.3545334,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,NA,,NA,,,,US,41,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.4326207,-122.3545334
USGS-452601122470901,4.52601E+14,USGS-OR,USGS Oregon Water Science Center,SUMMER CR AT TIEDEMAN AT MOUTH,Stream,CWS 3844001,17090001,6.1,sq mi,NA,,45.4335139,-122.7858583,24000,1,seconds,Interpolated from Digital Map,NAD83,151,feet,10,feet,Interpolated from digital elevation model (DEM),NGVD29,US,41,67,NA,NA,NA,NA,NA,NA,NA,NA,SUMMER CR AT TIEDEMAN AT MOUTH,USGS,1.22785E+12,1.22785E+12,Summer Creek,NA,NA,45.4335139,-122.7858583
USGS-452601123080200,4.52601E+14,USGS-OR,USGS Oregon Water Science Center,"WAPATO LAKE NEAR GASTON, OR",Stream,TUALATIN PROJECT,17090010,NA,,NA,,45.4336111,-123.1338889,24000,1,seconds,Interpolated from Digital Map,NAD83,NA,,NA,,,,US,41,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.4336111,-123.1338889
USGS-452607122195200,4.52607E+14,USGS-OR,USGS Oregon Water Science Center,"DOLAN CREEK D/S FROM ORIENT ROAD, NEAR BORING, OR",Stream,Kurt Carpenter QW Clackamas study  Sept. 2005,NA,NA,,NA,,45.4351206,-122.332311,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,NA,,NA,,,,US,41,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.4351206,-122.332311
USGS-452609122281900,4.52609E+14,USGS-OR,USGS Oregon Water Science Center,"ROCK CREEK AT FOSTER ROAD, OR",Stream,Kurt Carpenter QW Clackamas study  Sept. 2005,NA,NA,,NA,,45.4356763,-122.4731454,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,NA,,NA,,,,US,41,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.4356763,-122.4731454
USGS-452610122290200,4.5261E+14,USGS-OR,USGS Oregon Water Science Center,"ROCK CREEK AT 172ND AVENUE, OR",Stream,Kurt Carpenter QW Clackamas study  Sept. 2005,NA,NA,,NA,,45.4359541,-122.4850899,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,NA,,NA,,,,US,41,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.4359541,-122.4850899
USGS-452631122463101,4.52631E+14,USGS-OR,USGS Oregon Water Science Center,"ASH CREEK AT SHADY LANE, TIGARD, OR",Stream,TAMMY WOOD,17090010,3.26,sq mi,NA,,45.4417737,-122.7765475,NA,0.01,seconds,"Global positioning system (GPS), uncorrected",NAD83,160,feet,5,feet,Interpolated from topographic map,NGVD29,US,41,67,NA,NA,NA,NA,NA,NA,NA,NA,"ASH CREEK AT SHADY LANE, TIGARD, OR",USGS,1.22783E+12,1.22783E+12,Ash Creek,NA,NA,45.4417737,-122.7765475
USGS-452635122471801,4.52635E+14,USGS-OR,USGS Oregon Water Science Center,UNNAMED TRIB TO FANNO CR AT IRONWOOD LOOP,Stream,CWS 3500038,17090001,0.7,sq mi,NA,,45.4431444,-122.7882639,24000,1,seconds,Interpolated from Digital Map,NAD83,161,feet,10,feet,Interpolated from digital elevation model (DEM),NGVD29,US,41,67,NA,NA,NA,NA,NA,NA,NA,NA,UNNAMED TRIB TO FANNO CR AT IRONWOOD LOOP,USGS,1.22787E+12,1.22787E+12,NA,NA,NA,45.4431444,-122.7882639
USGS-452637123142501,4.52637E+14,USGS-OR,USGS Oregon Water Science Center,"TUALATIN RIVER AT SOUTH ROAD NEAR CHERRY GROVE, OR",Stream,CWS 3701715,17090001,37,sq mi,NA,NA,45.4437389,-123.2402722,24000,1,seconds,Interpolated from Digital Map,NAD83,240,feet,10,feet,Interpolated from digital elevation model (DEM),NGVD29,US,41,67,NA,NA,NA,NA,NA,NA,NA,NA,"TUALATIN RIVER AT SOUTH ROAD NEAR CHERRY GROVE, OR",USGS,1.2265E+12,1.2265E+12,Tualatin River,NA,NA,45.4437389,-123.2402722
USGS-452712122474901,4.52712E+14,USGS-OR,USGS Oregon Water Science Center,UNNAMED TRIB TO FANNO TRIB BELOW GREENWAY SCHOOL,Stream,CWS 3500049,17090001,0.6,sq mi,NA,,45.4532611,-122.7969583,24000,1,seconds,Interpolated from Digital Map,NAD83,161,feet,10,feet,Interpolated from digital elevation model (DEM),NGVD29,US,41,67,NA,NA,NA,NA,NA,NA,NA,NA,UNNAMED TRIB TO FANNO TRIB BELOW GREENWAY SCHOOL,USGS,1.22764E+12,1.22764E+12,Fanno Creek,NA,NA,45.4532611,-122.7969583
USGS-452743122365400,4.52743E+14,USGS-OR,USGS Oregon Water Science Center,"JOHNSON CREEK AT 45TH AVENUE, PORTLAND, OR",Stream,Karl Lee project,17090012,NA,,NA,NA,45.4617861,-122.6162046,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,100,feet,10,feet,Global Positioning System,NGVD29,US,41,51,NA,NA,NA,NA,NA,NA,NA,NA,"JOHNSON CREEK AT 45TH AVENUE, PORTLAND, OR",USGS,1.22647E+12,1.22647E+12,Johnson Creek,NA,NA,45.4617861,-122.6162046
USGS-452756122502501,4.52756E+14,USGS-OR,USGS Oregon Water Science Center,JOHNSON CREEK SOUTH AT HART RD,Stream,CWS 3827024,17090001,1.9,sq mi,NA,,45.4655528,-122.84015,24000,1,seconds,Interpolated from Digital Map,NAD83,213,feet,10,feet,Interpolated from digital elevation model (DEM),NGVD29,US,41,67,NA,NA,NA,NA,NA,NA,NA,NA,JOHNSON CREEK SOUTH AT HART RD,USGS,1.22836E+12,1.22836E+12,Johnson Creek,NA,NA,45.4655528,-122.84015
USGS-452819122445501,4.52819E+14,USGS-OR,USGS Oregon Water Science Center,WOODS CREEK AT OLESON RD,Stream,CWS 3891005,17090001,1.1,sq mi,NA,,45.471875,-122.7486444,24000,1,seconds,Interpolated from Digital Map,NAD83,230,feet,10,feet,Interpolated from digital elevation model (DEM),NGVD29,US,41,67,NA,NA,NA,NA,NA,NA,NA,NA,WOODS CREEK AT OLESON RD,USGS,1.22762E+12,1.22762E+12,NA,NA,NA,45.471875,-122.7486444
USGS-452823122240900,4.52823E+14,USGS-OR,USGS Oregon Water Science Center,"JOHNSON CREEK AT PALMBLAD RD NR GRESHAM, OR",Stream,WILLAMETTE STATE STUDY - requested by CHAUNCEY,17090012,NA,,NA,NA,45.4728982,-122.4037012,NA,Unknown,Unknown,Interpolated from map,NAD83,NA,,NA,,,,US,41,51,NA,NA,NA,NA,NA,NA,NA,NA,"JOHNSON CREEK AT PALMBLAD RD NR GRESHAM, OR",USGS,1.22647E+12,1.22647E+12,Johnson Creek,NA,NA,45.4728982,-122.4037012
USGS-452842122450101,4.52842E+14,USGS-OR,USGS Oregon Water Science Center,"FANNO CREEK AT WILLOWMERE DRIVE, PORTLAND, OR",Stream,TAMMY WOOD,17090010,6.34,sq mi,NA,,45.4781624,-122.751414,NA,0.01,seconds,"Global positioning system (GPS), uncorrected",NAD83,220,feet,5,feet,Interpolated from topographic map,NGVD29,US,41,67,NA,NA,NA,NA,NA,NA,NA,NA,"FANNO CREEK AT WILLOWMERE DRIVE, PORTLAND, OR",USGS,1.22764E+12,1.22764E+12,Fanno Creek,NA,NA,45.4781624,-122.751414
USGS-452843122445001,4.52843E+14,USGS-OR,USGS Oregon Water Science Center,VERMONT CREEK AT RM 0.2,Stream,CWS 3890002,17090001,1.2,sq mi,NA,,45.4786722,-122.747236,24000,1,seconds,Interpolated from Digital Map,NAD83,226,feet,10,feet,Interpolated from digital elevation model (DEM),NGVD29,US,41,67,NA,NA,NA,NA,NA,NA,NA,NA,VERMONT CREEK AT RM 0.2,USGS,1.2275E+12,1.2275E+12,Unnamed Stream,NA,NA,45.4786722,-122.747236
USGS-452844122495001,4.52844E+14,USGS-OR,USGS Oregon Water Science Center,JOHNSON CREEK SOUTH AT GLENBROOK,Stream,CWS 3827011,17090001,3,sq mi,NA,,45.4790139,-122.830636,24000,1,seconds,Interpolated from Digital Map,NAD83,174,feet,10,feet,Interpolated from digital elevation model (DEM),NGVD29,US,41,67,NA,NA,NA,NA,NA,NA,NA,NA,JOHNSON CREEK SOUTH AT GLENBROOK,USGS,1.22836E+12,1.22836E+12,Johnson Creek,NA,NA,45.4790139,-122.830636
USGS-452855123142501,4.52855E+14,USGS-OR,USGS Oregon Water Science Center,SAIN CREEK ABOVE HAGG LAKE,Stream,CWS 3806002,17090001,10.7,sq mi,NA,,45.4819028,-123.2402972,24000,1,seconds,Interpolated from Digital Map,NAD83,295,feet,10,feet,Interpolated from digital elevation model (DEM),NGVD29,US,41,67,NA,NA,NA,NA,NA,NA,NA,NA,SAIN CREEK ABOVE HAGG LAKE,USGS,1.23222E+12,1.23222E+12,Sain Creek,NA,NA,45.4819028,-123.2402972
USGS-452912122291200,4.52912E+14,USGS-OR,USGS Oregon Water Science Center,"JOHNSON CREEK AT CIRCLE AVE, OR",Stream,URBAN GRADIENT LAND USE STUDY   M.Sarantou  3/04,17090012,21.5,sq mi,NA,,45.4865091,-122.4878685,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,250,feet,20,feet,Interpolated from topographic map,NGVD29,US,41,51,NA,NA,NA,NA,NA,NA,NA,NA,"JOHNSON CREEK AT CIRCLE AVE, OR",USGS,1.22647E+12,1.22647E+12,Johnson Creek,NA,NA,45.4865091,-122.4878685
USGS-452912122444501,4.52912E+14,USGS-OR,USGS Oregon Water Science Center,FANNO CREEK ABOVE SYLVAN CREEK CONFLUENCE,Stream,CWS 3840117,17090001,1.2,sq mi,NA,,45.4867,-122.745775,24000,1,seconds,Interpolated from Digital Map,NAD83,0,feet,10,feet,Interpolated from digital elevation model (DEM),NGVD29,US,41,67,NA,NA,NA,NA,NA,NA,NA,NA,FANNO CREEK ABOVE SYLVAN CREEK CONFLUENCE,USGS,1.22764E+12,1.22764E+12,Fanno Creek,NA,NA,45.4867,-122.745775
USGS-452928122472301,4.52928E+14,USGS-OR,USGS Oregon Water Science Center,HALL CREEK AT 110TH AND CANYON,Stream,CWS 3829007,17090001,2.5,sq mi,NA,,45.4909778,-122.7897917,24000,1,seconds,Interpolated from Digital Map,NAD83,180,feet,10,feet,Interpolated from digital elevation model (DEM),NGVD29,US,41,67,NA,NA,NA,NA,NA,NA,NA,NA,HALL CREEK AT 110TH AND CANYON,USGS,1.22913E+12,1.22913E+12,Beaverton Creek,NA,NA,45.4909778,-122.7897917
USGS-452939122502301,4.52939E+14,USGS-OR,USGS Oregon Water Science Center,BEAVERTON CR AT MILLIKAN BLVD BELOW JOHNSON CR,Stream,CWS 3821059,17090001,13,sq mi,NA,,45.4940389,-122.8396944,24000,1,seconds,Interpolated from Digital Map,NAD83,157,feet,10,feet,Interpolated from digital elevation model (DEM),NGVD29,US,41,67,NA,NA,NA,NA,NA,NA,NA,NA,BEAVERTON CR AT MILLIKAN BLVD BELOW JOHNSON CR,USGS,1.22913E+12,1.22913E+12,Beaverton Creek,NA,NA,45.4940389,-122.8396944
USGS-452959123145801,4.52959E+14,USGS-OR,USGS Oregon Water Science Center,SCOGGINS CREEK ABOVE HAGG LAKE,Stream,CWS 3805095,17090001,16.5,sq mi,NA,,45.4996694,-123.2493972,24000,1,seconds,Interpolated from Digital Map,NAD83,308,feet,10,feet,Interpolated from digital elevation model (DEM),NGVD29,US,41,67,NA,NA,NA,NA,NA,NA,NA,NA,SCOGGINS CREEK ABOVE HAGG LAKE,USGS,1.23126E+12,1.23126E+12,Scoggins Creek,NA,NA,45.4996694,-123.2493972
