"StationUse_RecordID","STATION","DESCRIPTION","DEC_LAT","DEC_LONG","RIVER_MILE","STREAM_LLID","RIVER_MILE_LAKE","LAKE_LLID","LAKE_NAME","GIS_Source_LAKE","USE_OtherParms","USE_Final","GIS_Source","HUC_3rd_Field","Bio_Macro_Data","CASCADE_LAKES","MARINE_WATERS","STRATIFIED_Natural_Lake","ESTUARY","LAKE","MARINE_COASTAL_REC","Enterro_Data","DHS_Station_Type","DHS_Station_Type_Num","EPA_BEACH_ID","BEACH_NAME","ELEVATION_FT","WRD_Basin","Comments","Reviewed_Permit_Writers","RIVER_MILE_2004","LLID_2004","USE_Bacteria","Salinity_Max","Conductivity_Max","PondResSmall","Stream_Name","MATRIX","TRIBAL","AGENCY","AGENCY_ID","UsabilityComments"
7923,"13679","Coos Bay at Silver Point (Marker #1)","43.436667","-124.2285","8.4000000000000004","1243397433543",NA,NA,NA,NA,1,1,NA,"Southern Oregon Coastal",0,0,0,0,1,0,1,0,NA,NA,NA,NA,0,"South Coast","Estuary Source 4.",0,"8.4000000000000004",1243397433543,1,"32.700000000000003",NA,0,"Coos Bay","ES",0,"Oregon Department of Environmental Quality","ODEQ",NA
7924,"32663","Moore Orchard effluent ","45.638820000000003","-121.51242999999999","0.0",NA,NA,NA,NA,NA,0,0,NA,"Middle Columbia",0,0,0,0,0,0,0,0,NA,NA,NA,NA,627,"Hood","Food Processing Waste. Industrial Effluent.",1,"0.0",NA,0,NA,"137.0",0,NA,"FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7925,"28384","Yale Creek at mouth (Little Applegate, Applegate, Rogue)","42.148090000000003","-122.95619000000001","2.9999999999999999E-2","1229558421485",NA,NA,NA,NA,1,1,"100K","Southern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,1926,"Rogue","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,NA,NA,1,NA,"334.0",0,"Yale Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7926,"24007","OR2000-0025, Columbia River 25","45.604999999999997","-122.05265","135.80000000000001","1240483462464",NA,NA,NA,NA,1,1,NA,"Lower Columbia",0,0,0,0,0,0,0,0,NA,NA,NA,NA,16,"Sandy",NA,0,"135.80000000000001",1240483462464,1,"5.0000000000000003E-2","116.0",0,"Columbia River","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7927,"24691","DEQxxxx, 53455 Hafdahl Lane (Fast Effluent -CHAMBER)","43.742364000000002","-121.500523","0.0",NA,NA,NA,NA,NA,0,0,NA,"Deschutes",0,0,0,0,0,0,0,0,NA,NA,NA,NA,4203,"Deschutes","Groundwater. Septic Effluent. Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",1,NA,NA,0,NA,"774.0",0,NA,"FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7929,"32463","EF Irrigation District Main Canal at Base ","45.5852","-121.5295","8.0000000000000002E-2","1215278455850",NA,NA,NA,NA,1,1,"100K","Middle Columbia",0,0,0,0,0,0,0,0,NA,NA,NA,NA,1450,"Hood",NA,0,"0.0",NA,1,NA,"84.0",0,"Unnamed Stream","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7930,"33496","Willamette tributary near Wilsonville","45.314506999999999","-122.746531","1.05","1227428453006",NA,NA,NA,NA,1,1,NA,"Willamette",1,0,0,0,0,0,0,0,NA,NA,NA,NA,187,"Willamette","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"0.0",NA,1,NA,"231.0",0,"Unnamed Stream","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7156,"13186","Indian Creek at Alameda Drive","45.681610999999997","-121.55080599999999","2.6000000000000001","1215104457009",NA,NA,NA,NA,1,1,NA,"Middle Columbia",0,0,0,0,0,0,0,0,NA,NA,NA,NA,597,"Hood",NA,0,"2.6000000000000001",1215104457009,1,NA,"101.0",0,"Indian Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7928,"11856","Nehalem River at Foley Road (Roy Creek Campground)","45.700361000000001","-123.842444","9.4000000000000004","1238951456889",NA,NA,NA,NA,1,1,NA,"Northern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,13,"North Coast",NA,0,"9.4000000000000004",1238951456889,1,"0.10000000000000001","119.0",0,"Nehalem River","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7157,"32419","South Fork Coos River at River Mile 24 near mile post 10.5","43.351599999999998","-123.91731","19.649999999999999","1240991433776",NA,NA,NA,NA,1,1,"100K","Southern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,213,"South Coast",NA,0,"0.0",NA,1,NA,NA,0,"South Fork Coos River","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7158,"34457","Siletz River at Hee Hee Ilahee Park (NOAA Gaging Station 14305500)","44.718899999999998","-123.91630000000001","39.5","1240230449267",NA,NA,NA,NA,1,1,NA,"Northern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,98,"Mid Coast",NA,0,"0.0",NA,1,NA,"64.0",0,"Siletz River","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7159,"30450","Bendire Creek downstream of Murphy Reservoir Dam","43.966999999999999","-117.1152","0.80000000000000004","1171099439777",NA,NA,NA,NA,1,1,NA,"Middle Snake-Boise",0,0,0,0,0,0,0,0,NA,NA,NA,NA,2405,"Malheur","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"0.80000000000000004",1171099439777,1,NA,"221.0",0,"Bendire Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7160,"31586","Coquille River at River Mile 6.8, northeast shore near Randolph Island","43.158757000000001","-124.34500300000001","6.4000000000000004","1244273431235",NA,NA,NA,NA,1,1,"100K","Southern Oregon Coastal",0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,"South Coast","Estuary determined by salinty or conductivity and verified by GIS.",0,NA,NA,1,"21.800000000000001",NA,0,"Coquille River","ES",0,"Oregon Department of Environmental Quality","ODEQ",NA
7161,"22509","Beaver Creek at mouth (tributary of Gales Creek)","45.647392000000004","-123.26646700000001","0.10000000000000001","1232686456468",NA,NA,NA,NA,1,1,NA,"Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,522,"Willamette",NA,0,"0.10000000000000001",1232686456468,1,NA,NA,0,"Beaver Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7162,"28343","Clatskanie River downstream of Little Clatskanie","45.988536000000003","-123.03887","15.93","1232215461207",NA,NA,NA,NA,1,1,"100K","Lower Columbia",0,0,0,0,0,0,0,0,NA,NA,NA,NA,620,"North Coast","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,NA,NA,1,NA,"585.0",0,"Clatskanie River","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7163,"10461","Tualatin River at Rood Road","45.490056000000003","-122.95055600000001","38.5","1226500453377",NA,NA,NA,NA,1,1,NA,"Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,121,"Willamette","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"38.5",1226500453377,1,NA,"318.0",0,"Tualatin River","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7164,"32937","Siletz Bay at River Mile 0.2 west of Siletz Keys","44.900202999999998","-124.01554899999999","2.4399999999999999","1240207449091",NA,NA,NA,NA,1,1,"100K","Northern Oregon Coastal",0,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,"Mid Coast","Estuary Source 13.",0,"0.0",NA,1,"26.5",NA,0,"Siletz River","ES",0,"Oregon Department of Environmental Quality","ODEQ",NA
7165,"30381","South Fork Desolation Creek","44.791580000000003","-118.67306000000001","2.2999999999999998","1186888448196",NA,NA,NA,NA,1,1,NA,"John Day",1,0,0,0,0,0,0,0,NA,NA,NA,NA,5512,"John Day",NA,0,"2.2999999999999998",1186888448196,1,NA,"61.0",0,"South Fork Desolation Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7166,"20686","Alsea River","44.414166999999999","-123.99888900000001","5.2999999999999998","1240782444222",NA,NA,NA,NA,1,1,NA,"Northern Oregon Coastal",0,0,0,0,1,0,1,0,NA,NA,"OR515788","Alsea River Recreation Area Beach",13,"Mid Coast","Estuary Source 1.",0,"5.2999999999999998",1240782444222,1,NA,NA,0,"Alsea River","ES",0,"Oregon Department of Environmental Quality","ODEQ",NA
7167,"24029","OR2000-0047, Columbia River 47","46.222270000000002","-123.66513999999999","20.300000000000001","1240483462464",NA,NA,NA,NA,1,1,NA,"Lower Columbia",0,0,0,0,1,0,0,0,NA,NA,NA,NA,0,"North Coast","Estuary Source 3.",0,"20.300000000000001",1240483462464,1,"7.0000000000000007E-2","197.0",0,"Columbia River","ES",0,"Oregon Department of Environmental Quality","ODEQ",NA
7168,"29379","Bob Straub State Park Beach at S day use area","45.192520000000002","-123.96926000000001","88.180000000000007","1240637462558",NA,NA,NA,NA,1,1,NA,NA,0,0,1,0,0,0,1,1,"Marine",1,"OR884773","Bob Straub State Park Beach",0,"North Coast","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"11.9",1239400456524,1,"34.0",NA,0,"Pacific Ocean","SW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7169,"33624","Willamette River above Smurfit Newsprint below Hwy 219","45.274700000000003","-122.9546","49.109999999999999","1227618456580",NA,NA,NA,NA,1,1,"100K","Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,56,"Willamette",NA,0,"0.0",NA,1,NA,NA,0,"Willamette River","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7170,"13704","Umpqua River at Marker #19","43.747500000000002","-124.146389","6.4000000000000004","1242038436694",NA,NA,NA,NA,1,1,NA,"Southern Oregon Coastal",0,0,0,0,1,0,1,0,NA,NA,NA,NA,0,"Umpqua","Estuary Source 16.",0,"6.4000000000000004",1242038436694,1,"31.5","30200.0",0,"Umpqua River","ES",0,"Oregon Department of Environmental Quality","ODEQ",NA
7171,"11294","South Fork Ash Creek at F Street (Independence)","44.848500000000001","-123.19499999999999","0.20000000000000001","1231935448537",NA,NA,NA,NA,1,1,NA,"Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,161,"Willamette",NA,0,"0.20000000000000001",1231935448537,1,NA,NA,0,"South Fork Ash Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7193,"32522","Crooked River at Forest Service Road #17","44.13261","-120.38916","100.23","1212676445778",NA,NA,NA,NA,1,1,"100K","Deschutes",0,0,0,0,0,0,0,0,NA,NA,NA,NA,3383,"Deschutes","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"0.0",NA,1,NA,"421.0",0,"Crooked River","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7198,"35413","Rogue River above Trail Creek","42.646799999999999","-122.8086","148.19999999999999","1244292424210",NA,NA,NA,NA,1,1,NA,"Southern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,1437,"Rogue",NA,0,"0.0",NA,1,NA,NA,0,"Rogue River","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7199,"35911","Tony Creek at Mouth (MF Hood)","45.553199999999997","-121.639","0.01","1216390455534",NA,NA,NA,NA,1,1,NA,"Middle Columbia",0,0,0,0,0,0,0,0,NA,NA,NA,NA,1260,"Hood",NA,0,"0.0",NA,1,NA,"39.0",0,"Tony Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7200,"31583","Rogue River at River Mile 0.5 in Gold Beach Marina","42.422258999999997","-124.419213","0.5","1244292424210",NA,NA,NA,NA,1,1,"100K","Southern Oregon Coastal",0,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,"Rogue","Estuary Source 10.",0,NA,NA,1,"28.899999999999999",NA,0,"Rogue River","ES",0,"Oregon Department of Environmental Quality","ODEQ",NA
7172,"23096","Wildhorse Creek at OWRD Gage at Stanhope Property","45.686388999999998","-118.744911","1.2","1187658456785",NA,NA,NA,NA,1,0,NA,"Middle Columbia",0,0,0,0,0,0,0,0,NA,NA,NA,NA,1129,"Umatilla","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"1.2",1187658456785,1,NA,"820.0",0,"Wildhorse Creek","FW",1,"Oregon Department of Environmental Quality","ODEQ",NA
7173,"25652","Necanicum R N shore near Gearhart beach","46.016989000000002","-123.920919","0.46999999999999997","1239277460111",NA,NA,NA,NA,1,1,NA,"Northern Oregon Coastal",0,0,0,0,1,0,1,0,NA,NA,NA,NA,0,"North Coast","Estuary Source 6.",0,"0.0",1239277460111,1,"32.299999999999997",NA,0,"Necanicum River","ES",0,"Oregon Department of Environmental Quality","ODEQ",NA
7174,"25449","Youngs River 0.5 mile downstream of Klaskanine River at River Mile 6.0","46.096969999999999","-123.78061","7.0","1238373461686",NA,NA,NA,NA,1,1,NA,"Lower Columbia",0,0,0,0,1,0,0,0,NA,NA,NA,NA,0,"North Coast","Estuary Source 3.",0,"7.0",1238373461686,1,"2.0499999999999998","3900.0",0,"Youngs River","ES",0,"Oregon Department of Environmental Quality","ODEQ",NA
7175,"13301","Tillamook Bay at S Dolphin","45.498888999999998","-123.901111","4.7999999999999998","1239378455599",NA,NA,NA,NA,1,1,NA,"Northern Oregon Coastal",0,0,0,0,1,0,1,0,NA,NA,NA,NA,0,"North Coast","Estuary Source 15.",0,"4.7999999999999998",1239378455599,1,"31.5","44000.0",0,"Tillamook Bay","ES",0,"Oregon Department of Environmental Quality","ODEQ",NA
7176,"35144","Tributary to Indian Cr at RM 0.92 at Footbridge Near Mouth (Hood)","45.695599999999999","-121.5269","0.93000000000000005","1215104457009",NA,NA,NA,NA,1,1,"100K","Middle Columbia",0,0,0,0,0,0,0,0,NA,NA,NA,NA,482,"Hood","Trib does not appear on Streamnet 24 or 100K or USGS topos. This and other trib sites all line up on Indian Creek. Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"0.0",NA,1,NA,"220.0",0,"Indian Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7177,"13650","Sunset Beach at approach","46.097777999999998","-123.944722","12.81","1240637462558",NA,NA,NA,NA,1,1,NA,NA,0,0,1,0,0,0,1,0,NA,NA,NA,NA,0,"North Coast","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"35.899999999999999",1240013462111,1,"32.200000000000003",NA,0,"Pacific Ocean","SW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7178,"13401","Coquille Bay at Old Coast Guard Station","43.122777999999997","-124.41805600000001","0.5","1244273431235",NA,NA,NA,NA,1,1,NA,"Southern Oregon Coastal",0,0,0,0,1,0,1,0,NA,NA,NA,NA,0,"South Coast","Estuary Source 5.",0,"0.5",1244273431235,1,"37.100000000000001","51200.0",0,"Coquille River","ES",0,"Oregon Department of Environmental Quality","ODEQ",NA
7179,"31552","Harris Beach, 200 feet north of LASAR 29314","42.064399999999999","-124.30678","349.00999999999999","1240637462558",NA,NA,NA,NA,1,1,NA,NA,0,0,1,0,0,0,1,1,"Marine",1,"OR270205","Harris Beach State Park",0,"South Coast","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,NA,NA,1,"31.800000000000001",NA,0,"Pacific Ocean","SW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7180,"24616","DEQ1206, 17348 Harlequin (MW2) [DEQOWW-6]","43.830647999999997","-121.46015800000001","0.0",NA,NA,NA,NA,NA,0,0,NA,"Deschutes",0,0,0,0,0,0,0,0,NA,NA,NA,NA,4177,"Deschutes","Groundwater. Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,NA,NA,0,NA,"417.0",0,NA,"FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7181,"23829","Elk Creek at River Mile 1.47 (Coquille River, East Fork, North Fork)","43.110219999999998","-123.99903999999999","1.3999999999999999","1240218431116",NA,NA,NA,NA,1,1,NA,"Southern Oregon Coastal",1,0,0,0,0,0,0,0,NA,NA,NA,NA,226,"South Coast",NA,0,"1.3999999999999999",1240218431116,1,NA,"91.0",0,"Elk Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7182,"25767","Floras Lake at north end of lake","42.902160000000002","-124.50537","1.1499999999999999","1244974429131",0,"1245047428942","Floras Lake","StreamNet",1,1,"100K","Southern Oregon Coastal",0,0,0,0,0,1,0,0,NA,NA,NA,NA,3,"South Coast",NA,0,"0.0",NA,1,NA,"92.0",0,"Boulder Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7183,"35562","Columbia River Shoreline at the Hood River Event Site","45.715979990000001","-121.5127676","45.700000000000003","1240483462464",NA,NA,NA,NA,1,1,NA,"Middle Columbia",0,0,0,0,0,0,0,0,NA,NA,NA,NA,75,"Hood",NA,0,"0.0",NA,1,NA,"139.0",0,"Columbia River","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7184,"25887","DEQ2128, 51468 Elm Road","43.6693","-121.53103299999999","0.0",NA,NA,NA,NA,NA,0,0,NA,"Deschutes",0,0,0,0,0,0,0,0,NA,NA,NA,NA,4242,"Deschutes","Groundwater. Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,NA,NA,0,NA,"201.0",0,NA,"FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7185,"13152","West Fork Hood River at gauge station at Green Point Road","45.600082999999998","-121.63500000000001","0.40000000000000002","1216335456049",NA,NA,NA,NA,1,1,NA,"Middle Columbia",0,0,0,0,0,0,0,0,NA,NA,NA,NA,902,"Hood",NA,0,"0.40000000000000002",1216335456049,1,NA,"51.0",0,"West Fork Hood River","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7186,"25483","Luckiamute River upstream of Ritner Creek","44.728099999999998","-123.44109","32.700000000000003","1231480447559",NA,NA,NA,NA,1,1,NA,"Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,266,"Willamette",NA,0,"32.700000000000003",1231480447559,1,NA,"57.0",0,"Luckiamute River","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7187,"30750","Humbug Mountain at Hubbard Creek, in creek","42.735199999999999","-124.4777","289.12","1240637462558",NA,NA,NA,NA,1,1,NA,"Southern Oregon Coastal",0,0,0,0,1,0,1,1,"Freshwater",2,"OR676750","Hubbard Creek Beach",20,"South Coast","Estuary determined by salinty or conductivity and verified by GIS.",0,"0.0",1244777427353,1,"0.40000000000000002","1325.0",0,"Pacific Ocean","ES",0,"Oregon Department of Environmental Quality","ODEQ",NA
7188,"28492","Deer Cr. d/s N. Fk./S. Fk. confluence (So. Umpqua, Umpqua)","43.202280000000002","-123.24267","6.6399999999999997","1233443432145",NA,NA,NA,NA,1,1,"100K","Southern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,-666,"Umpqua","Updated Lat/Long/Description from LASAR 10-09-2009. Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"0.0",NA,1,NA,"286.0",0,"Deer Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7190,"22658","Ditch from CAFO east of Wolf Creek","0.0","0.0",NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"No lat/long.",0,NA,NA,0,NA,"105.0",0,NA,"FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7191,"25787","Crooked Creek at Agricultural Irrigation Return","42.640830999999999","-121.942414","5.0999999999999996","1219457425985",NA,NA,NA,NA,1,1,NA,"Klamath",0,0,0,0,0,0,0,0,NA,NA,NA,NA,4157,"Klamath",NA,0,"5.0999999999999996",1219457425985,1,NA,"121.0",0,"Crooked Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7192,"20720","Tillamook Bay","45.517499999999998","-123.934444","3.0","1239378455599",NA,NA,NA,NA,1,1,NA,"Northern Oregon Coastal",0,0,0,0,1,0,1,0,NA,NA,NA,NA,0,"North Coast","Estuary Source 15.",0,"3.0",1239378455599,1,NA,NA,0,"Tillamook Bay","ES",0,"Oregon Department of Environmental Quality","ODEQ",NA
7189,"30650","A_3 drain at Danebo Avenue (tributary to Amazon River at River Mile 12.2, to Long Tom River at River Mile 17.3, to Willamette River at River Mile 149)","44.064399999999999","-123.17789999999999","1.0","1231973440631",NA,NA,NA,NA,1,1,NA,"Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,384,"Willamette","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"1.0",1231973440631,1,NA,"305.0",0,"Amazon Diversion Canal","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7194,"21825","South Fork Smith River at River Mile 0.83","43.774267000000002","-123.463911","0.80000000000000004","1234699437823",NA,NA,NA,NA,1,1,NA,"Southern Oregon Coastal",1,0,0,0,0,0,0,0,NA,NA,NA,NA,696,"Umpqua",NA,0,"0.80000000000000004",1234699437823,1,NA,"99.0",0,"South Fork Smith River","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7195,"30481","Beachside State Park Beach, Waldport","44.383090000000003","-124.09151","156.12","1240637462558",NA,NA,NA,NA,1,1,NA,NA,0,0,1,0,0,0,1,1,"Marine",1,"OR641971","Beachside State Park Beach",0,"Mid Coast","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"26.600000000000001",1240682445993,1,"33.5",NA,0,"Pacific Ocean","SW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7196,"32104","Rock Creek at South Hill Road (Devil's Lake, Siletz, Yaquina)","44.9602","-123.9915","1.26","1240012449667",NA,NA,NA,NA,1,1,"100K","Northern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,20,"Mid Coast",NA,0,"0.0",NA,1,NA,"118.0",0,"Rock Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7197,"26620","Illinois River 150 feet downstream of Deer Creek (Rogue)","42.270905999999997","-123.687217","45.899999999999999","1240662425495",NA,NA,NA,NA,1,1,NA,"Southern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,1309,"Rogue",NA,0,"45.899999999999999",1240662425495,1,NA,"139.0",0,"Illinois River","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7205,"14606","DEQ296, Oregon State Park, Lapine Campground","43.771110999999998","-121.539444",NA,NA,NA,NA,NA,NA,0,0,NA,"Deschutes",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Deschutes","Groundwater.",0,NA,NA,0,NA,"108.0",0,NA,"FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7206,"33839","Canyon Creek headwaters below Cline Creek","44.360939999999999","-120.3699","3.6699999999999999","1204204443957",NA,NA,NA,NA,1,1,NA,"Deschutes",1,0,0,0,0,0,0,0,NA,NA,NA,NA,4672,"Deschutes",NA,0,"0.0",NA,1,NA,"159.0",0,"Canyon Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7207,"25283","Double Creek (Salmon Creek, Middle Fork Willamette)","43.779432","-122.26446900000001","0.59999999999999998","1222637437883",NA,NA,NA,NA,1,1,NA,"Willamette",1,0,0,0,0,0,0,0,NA,NA,NA,NA,2412,"Willamette",NA,0,"0.59999999999999998",1222637437883,1,NA,"60.0",0,"Double Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7208,"23611","DEQOWW-1, 50 feet south of South Century CL/20 feet west of Lazy River CL","43.819432999999997","-121.453711",NA,NA,NA,NA,NA,NA,0,0,NA,"Deschutes",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Deschutes","Groundwater. Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,NA,NA,0,NA,"475.0",0,NA,"FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7209,"33790","Ochoco Creek below Camp Branch Creek","44.346359999999997","-120.53830000000001","22.280000000000001","1208917443218",NA,NA,NA,NA,1,1,NA,"Deschutes",1,0,0,0,0,0,0,0,NA,NA,NA,NA,3465,"Deschutes","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"0.0",NA,1,NA,"411.0",0,"Ochoco Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
